,amount,meal,name,notes,unit
697,3,Italian Sausage Ragu Sauce,tomato paste,,tbsp
698,28 oz / 800 g ,Italian Sausage Ragu Sauce,can crushed tomatoes,(Note 4),
699,2,Italian Sausage Ragu Sauce,bay leaves,,
700,1,Italian Sausage Ragu Sauce,salt,,tsp
701,,Italian Sausage Ragu Sauce,Black pepper,,
702,8 oz / 250 g ,Italian Sausage Ragu Sauce,pasta of choice,"(I used pappardelle, the wide pasta pictured in the photos)",
703,,Italian Sausage Ragu Sauce,Parmigiano-Reggiano,freshly grated,
704,8 oz / 250g ,Alfredo Salmon Pasta,dried fettuccine,,
705,3 tbsp / 50g,Alfredo Salmon Pasta,unsalted butter,,
706,1,Alfredo Salmon Pasta,small shallot,"(US) / eschallot (Australia), very finely minced (Note 1)",
707,½ cup / 125 ml,Alfredo Salmon Pasta,heavy cream,(Note 2),
708,¾ cup / 185 ml,Alfredo Salmon Pasta,freshly grated Parmigiano Reggiano or parmesan,(Notes 3 and 4),
709,¼,Alfredo Salmon Pasta,salt,,teaspoon
710,,Alfredo Salmon Pasta,Good grind of black pepper,,
711,6-7 oz / 180 - 200g ,Alfredo Salmon Pasta,hot smoked salmon fillet,flaked (Note 5),
712,,Alfredo Salmon Pasta,Fresh parsley,(optional),
713,,Alfredo Salmon Pasta,Extra Parmigiano Reggiano,,
714,1 1/2,Italian Meatloaf with Marinara Sauce,diced red bell pepper / capsicum,(1 large),cups
715,1,Italian Meatloaf with Marinara Sauce,olive oil,,tbsp
716,2,Italian Meatloaf with Marinara Sauce,stale white bread,"crusts removed, roughly diced (about 3 slices)",cups
717,1,Italian Meatloaf with Marinara Sauce,small onion,,
718,2,Italian Meatloaf with Marinara Sauce,cream,(or milk),tbsp
719,13 oz / 400 g,Italian Meatloaf with Marinara Sauce,ground pork,(mince), 
720,1.6lb / 800 g  ,Italian Meatloaf with Marinara Sauce,ground beef,(mince),
721,2,Italian Meatloaf with Marinara Sauce,eggs,,
722,2 1/2,Italian Meatloaf with Marinara Sauce,fennel seeds,,tsp
723,3,Italian Meatloaf with Marinara Sauce,paprika,(sweet or smoked),tsp
724,1 3/4,Italian Meatloaf with Marinara Sauce,salt,,tsp
725,,Italian Meatloaf with Marinara Sauce,Pepper,,
726,1,Italian Meatloaf with Marinara Sauce,olive oil,,tbsp
727,2,Italian Meatloaf with Marinara Sauce,garlic cloves,minced,
728,1/2,Italian Meatloaf with Marinara Sauce,onion,"finely chopped (brown, white, yellow)",
729,1.4 lb / 700 g ,Italian Meatloaf with Marinara Sauce,tomato passata or crushed tinned tomatoes,(Note 1),
730,3/4,Italian Meatloaf with Marinara Sauce,water,,cup
731,2,Italian Meatloaf with Marinara Sauce,dried Mixed Italian Herbs,,tsp
732,1 - 3,Italian Meatloaf with Marinara Sauce,red pepper flakes,(optional),tsp
733,,Italian Meatloaf with Marinara Sauce,Salt and pepper,,
734,2,Cheesy Italian Arancini Balls,butter,,tbsp
735,2,Cheesy Italian Arancini Balls,garlic cloves,minced,
736,1,Cheesy Italian Arancini Balls,small onion,"finely diced (white, yellow, brown)",
737,1 1/2,Cheesy Italian Arancini Balls,risotto rice,(arborio),cups
738,1/2,Cheesy Italian Arancini Balls,white wine,(or substitute with broth/stock or water),cup
739,3 1/2,Cheesy Italian Arancini Balls,chicken broth/stock,,cups
740,1,Cheesy Italian Arancini Balls,milk,,cup
741,1,Cheesy Italian Arancini Balls,egg,,
742,1,Cheesy Italian Arancini Balls,grated cheddar cheese,,cup
743,3/4,Cheesy Italian Arancini Balls,grated mozzarella cheese,,cup
744,2 1/2,Cheesy Italian Arancini Balls,finely chopped fresh parsley,or 1 1/2 tbsp dried parsley (Note 1),tbsp
745,1/2,Cheesy Italian Arancini Balls,salt,,tsp
746,,Cheesy Italian Arancini Balls,Pepper,,
747,1/2,Cheesy Italian Arancini Balls,plain flour,,cup
748,1/2,Cheesy Italian Arancini Balls,salt,,tsp
749,,Cheesy Italian Arancini Balls,Black pepper,,
750,2,Cheesy Italian Arancini Balls,eggs,,
751,2,Cheesy Italian Arancini Balls,panko breadcrumbs,,cups
752,,Cheesy Italian Arancini Balls,Cooking oil,(I used vegetable oil),
753,1 to 2,Garlic Butter Cauliflower Pasta with Pangrattato,bread,"crusts removed, preferably stale (enough to make 1/2 cup)",slices
754,,Garlic Butter Cauliflower Pasta with Pangrattato,Oil spray,(preferably olive oil),
755,2,Garlic Butter Cauliflower Pasta with Pangrattato,unsalted butter,,tbsp
756,1,Garlic Butter Cauliflower Pasta with Pangrattato,olive oil,,tbsp
757,2,Garlic Butter Cauliflower Pasta with Pangrattato,garlic cloves,smashed (Note 1),
758,1/2,Garlic Butter Cauliflower Pasta with Pangrattato,large head of cauliflower,"broken/cut into florets about 2""/5cm long (about 4 to 5 cups) (Note 2)",
759,8 oz / 250 g ,Garlic Butter Cauliflower Pasta with Pangrattato,fettuccine,(or pasta of choice),
760,1/2,Garlic Butter Cauliflower Pasta with Pangrattato,red onion,thinly sliced,
761,1/2 to 1,Garlic Butter Cauliflower Pasta with Pangrattato,red chili flakes,,tsp
762,1,Garlic Butter Cauliflower Pasta with Pangrattato,lemon,: 2 tbsp lemon juice + zest of 1/2 the lemon,
763,,Garlic Butter Cauliflower Pasta with Pangrattato,Salt & pepper,,
764,,Garlic Butter Cauliflower Pasta with Pangrattato,Parmesan cheese,freshly grated,
765,,Garlic Butter Cauliflower Pasta with Pangrattato,Fresh parsley,finely chopped (optional),
766,8 oz / 250g,Easy Homemade Ricotta Gnocchi (from scratch), ricotta - ordinary supermarket ricotta,not expensive fresh Italian ricotta (Note 1),
767,3/4 cup / 75 g,Easy Homemade Ricotta Gnocchi (from scratch),freshly grated parmesan cheese,(Note 2),
768,3/4 to 1 cup / 112 - 150g,Easy Homemade Ricotta Gnocchi (from scratch),plain flour,plus more for dusting (Note 3),
769,1,Easy Homemade Ricotta Gnocchi (from scratch),egg,,
770,1,Easy Homemade Ricotta Gnocchi (from scratch),egg yolk,,
771,1/4,Easy Homemade Ricotta Gnocchi (from scratch),salt,,tsp
772,,Easy Homemade Ricotta Gnocchi (from scratch),Black pepper,,
773,4 tbsp / 60 g,Easy Homemade Ricotta Gnocchi (from scratch),unsalted butter,,
774,1/4,Easy Homemade Ricotta Gnocchi (from scratch),salt,(or omit if using salted butter),tsp
775,,Easy Homemade Ricotta Gnocchi (from scratch),Black pepper,,
776,2,Easy Homemade Ricotta Gnocchi (from scratch),olive oil,,tbsp
777,3,Easy Homemade Ricotta Gnocchi (from scratch),garlic cloves,minced,
778,1/2,Easy Homemade Ricotta Gnocchi (from scratch),brown onion,finely diced,
779,28 oz / 800 g ,Easy Homemade Ricotta Gnocchi (from scratch),canned crushed tomatoes,,
780,1,Easy Homemade Ricotta Gnocchi (from scratch),mixed dried Italian herbs,"(or any combination of dried parsley, basil, oregano and thyme)",tbsp
781,1,Easy Homemade Ricotta Gnocchi (from scratch),salt,,tsp
782,,Easy Homemade Ricotta Gnocchi (from scratch),Black pepper,,
783,,Easy Homemade Ricotta Gnocchi (from scratch),Freshly grated parmesan,,
784,,Easy Homemade Ricotta Gnocchi (from scratch),Fresh parsley,finely chopped (optional),
785,4 1/2,Italian Dressing Chicken Marinade,white wine vinegar,(Note 1),tbsp
786,2,Italian Dressing Chicken Marinade,garlic,,cloves
787,2,Italian Dressing Chicken Marinade,extra virgin olive oil,,tbsp
788,1,Italian Dressing Chicken Marinade,dijon mustard,,tbsp
789,1 1/2,Italian Dressing Chicken Marinade,sugar,,tsp
790,1,Italian Dressing Chicken Marinade,salt,,tsp
791,,Italian Dressing Chicken Marinade,Black pepper,,
792,1/2,Italian Dressing Chicken Marinade,olive oil,,tbsp
793,2 1/2,Italian Dressing Chicken Marinade,mixed Italian dried herbs,"(either a packet mix or mix herbs like basil, parsley, oregano, rosemary and thyme)",tsp
794,1,Italian Dressing Chicken Marinade,dried red chili flakes,(optional),tsp
795,750 g / 1.5lb,Italian Dressing Chicken Marinade,"chicken thighs, boneless skinless, or breast",(cut in half horizontally),
796,1,Italian Dressing Chicken Marinade,extra virgin olive oil,,tbsp
797,2,Italian Dressing Chicken Marinade,zucchinis,finely sliced into rounds using a mandolin,
798,2,Italian Dressing Chicken Marinade,baby mint leaves,or 1 tbsp sliced larger mint leaves,tbsp
799,1,One Pot Orzo / Risoni Bolognaise,olive oil,,tbsp
800,2,One Pot Orzo / Risoni Bolognaise,of garlic,minced,cloves
801,1,One Pot Orzo / Risoni Bolognaise,small onion,"peeled and diced (brown, white or yellow)",
802,1 lb / 500g ,One Pot Orzo / Risoni Bolognaise,ground beef,(mince),
803,24 oz / 700g ,One Pot Orzo / Risoni Bolognaise,tomato passata,(Note 3),
804,2,One Pot Orzo / Risoni Bolognaise,Worcestershire sauce,,tsp
805,2,One Pot Orzo / Risoni Bolognaise,dried Italian Herbs,"or any combination of dried parsley, oregano, basil",tsp
806,2,One Pot Orzo / Risoni Bolognaise,beef bouillon cubes,(Note 1),
807,1/2 to 1,One Pot Orzo / Risoni Bolognaise,salt,(to taste),tsp
808,,One Pot Orzo / Risoni Bolognaise,Black pepper,,
809,3,One Pot Orzo / Risoni Bolognaise,water,,cups
810,1 1/2,One Pot Orzo / Risoni Bolognaise,dried orzo / risoni,,cups
811,,One Pot Orzo / Risoni Bolognaise,Freshly grated parmesan cheese,,
812,,One Pot Orzo / Risoni Bolognaise,Finely chopped parsley,,
813,1/2,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,olive oil,,tbsp
814,2 lb / 1 kg ,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,chicken thighs,skin on and bone in (5 pieces) (Note 1),
815,2 - 3,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,Lemon Pepper Seasoning,(Note 2),tbsp
816,2,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,butter,,tbsp
817,4,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,garlic cloves,minced,
818,1,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,onion,finely diced,
819,1 1/2,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,risotto rice,(arborio),cups
820,1/2,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,white wine,any (or stock or water),cup
821,4,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,chicken broth,(stock),cups
822,1,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,milk,(I use low fat),cup
823,1/2,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,salt,,tsp
824,,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,Black pepper,,
825,1,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,freshly grated parmesan,(lightly packed),cup
826,2,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,butter,,tbsp
827,1/2 to 1,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,milk,(preferably warmed),cup
828,,One Pot Creamy Baked Risotto with Lemon Pepper Chicken,Fresh thyme leaves,"or finely chopped parsley, chives or oregano (optional)",
829,8 oz / 250g ,Fettuccine Alfredo,dried fettuccine,,
830,3,Fettuccine Alfredo,unsalted butter,,tbsp
831,1,Fettuccine Alfredo,small shallot,very finely minced (eschallot in Australia) (Note 1),
832,1/2,Fettuccine Alfredo,heavy cream,(Note 2),cup
833,3/4,Fettuccine Alfredo,freshly grated Parmigiano Reggiano or parmesan,(Notes 3 and 4),cup
834,1/4,Fettuccine Alfredo,salt,,tsp
835,,Fettuccine Alfredo,Good grind of black pepper,,
836,,Fettuccine Alfredo,Fresh parsley,(optional),
837,,Fettuccine Alfredo,Extra Parmigiano Reggiano,,
838,3,Leftover Pasta Fritters,"cold leftover pasta (sauce and pasta mixed together), packed (Note 1)",,cups (packed) 
839,2,Leftover Pasta Fritters,eggs,,
840,3/4 to 1 1/4,Leftover Pasta Fritters,breadcrumbs,(I used panko breadcrumbs),cups
841,1/2,Leftover Pasta Fritters,grated cheese,(optional) (Note 2),cup
842,,Leftover Pasta Fritters,Salt and pepper,to taste,
843,2,Leftover Pasta Fritters,olive oil,,tbsp
844,,Italian Sausage Quiche,Oil spray,,
845,1 1/2,Italian Sausage Quiche,sheets frozen shortcut pastry,"(Note 1), thawed OR one 9""/23cm ready made pie crust",
846,1,Italian Sausage Quiche,olive oil,,tbsp
847,2,Italian Sausage Quiche,garlic cloves,minced,
848,1,Italian Sausage Quiche,small onion,"diced (brown, white, yellow)",
849,12 oz / 350g ,Italian Sausage Quiche,Italian sausages,casings removed,
850,6,Italian Sausage Quiche,eggs,,
851,1,Italian Sausage Quiche,milk,,cup
852,1,Italian Sausage Quiche,dried Mixed Italian Herbs,(Note 2),tbsp
853,1,Italian Sausage Quiche,salt,,tsp
854,1/2,Italian Sausage Quiche,black pepper,,tsp
855,1,Italian Sausage Quiche,grated cheddar cheese,"(or tasty, provolone, monterey jack or any other flavoured melting cheese)",cup
856,2/3,Italian Sausage Quiche,cherry tomatoes,halved and seeds scooped out,cup
857,1,One Pot Lasagna,olive oil,,tbsp
858,2,One Pot Lasagna,garlic cloves,minced,
859,1,One Pot Lasagna,onion,diced,small 
860,1 lb / 500g ,One Pot Lasagna,ground beef,(mince),
861,24 oz / 700g (1 bottle) ,One Pot Lasagna,tomato passata ,"(pureed tomato - Note 1), SEPARATED",
862,1/2,One Pot Lasagna,water,,cup
863,1,One Pot Lasagna,beef bouillon stock cube,(or substitute with chicken),
864,2,One Pot Lasagna,tomato paste,,tbsp
865,1,One Pot Lasagna,dried Italian herb mix,(Note 2),tsp
866,1/2,One Pot Lasagna,salt,,tsp
867,,One Pot Lasagna,Black pepper,,
868,1,One Pot Lasagna,dried Italian herb mix,(Note 2),tsp
869,1/2,One Pot Lasagna,garlic powder,(or 1 crushed garlic clove),tsp
870,1/2,One Pot Lasagna,salt,,tsp
871,,One Pot Lasagna,Black pepper,,
872,4,One Pot Lasagna,dried lasagna,,sheets 
873,1 to 2,One Pot Lasagna,grated mozzarella cheese,,cups
874,1,One Pot Lasagna,parsley,finely chopped (optional),tbsp
875,1/2,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),olive oil,,tbsp
876,10 oz / 300g ,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),spicy Italian Sausages,(Note 1),
877,1,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),butter,,tbsp
878,1,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),onion,"diced (brown, yellow, white, spanish)",small
879,3,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),birds eye chillis,sliced (adjust amount to taste - Note 2),
880,2,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),garlic,,cloves
881,6,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),eggs,,
882,1,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),milk,,tbsp
883,3/4,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),salt,,tsp
884,,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),Black pepper,,
885,3/4,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),grated cheese,"(I used cheddar, any other flavoured cheese that melts works fine)",cup
886,1/4,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),fresh basil leaves,"thinly sliced (or sub with 1 tbsp dried Italian herbs - basil, parsley, oregano)",cup
887,8,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),tortillas,"corn or flour (around 6"" / 12 cm rounds)",small
888,,Spicy Italian Breakfast Roll Ups (Breakfast On The Go / Mini Taquitos),Olive oil,for brushing,
889,1 lb / 500g ,Shrimp / Prawn Pasta with Lemon,large,"raw, unpeeled prawns/shrimp",
890,2,Shrimp / Prawn Pasta with Lemon,garlic cloves,minced,
891,2,Shrimp / Prawn Pasta with Lemon,extra virgin olive oil,,tbsp
892,1,Shrimp / Prawn Pasta with Lemon,chicken or fish stock/broth,(or vegetable),cup
893,1 1/2,Shrimp / Prawn Pasta with Lemon,water,,cups
894,1/2,Shrimp / Prawn Pasta with Lemon,white wine,(optional - sub with water),cup
895,1/2,Shrimp / Prawn Pasta with Lemon,onion,roughly chopped,
896,400 g / 13oz ,Shrimp / Prawn Pasta with Lemon,spaghetti,,
897,3/4,Shrimp / Prawn Pasta with Lemon,pasta cooking water,(i.e. scoop it out once the pasta is cooked),cup
898,3,Shrimp / Prawn Pasta with Lemon,extra virgin olive oil,plus extra for drizzling,tbsp
899,1,Shrimp / Prawn Pasta with Lemon,garlic clove,minced,
900,1 1/2,Shrimp / Prawn Pasta with Lemon,punnets cherry tomatoes,"cut in half (or 3 large tomatoes, diced)",
901,1,Shrimp / Prawn Pasta with Lemon,large lemon,"(or 1 1/2 small lemons), zest and juice",
902,3,Shrimp / Prawn Pasta with Lemon,fresh parsley,finely chopped,tbsp
903,2,Shrimp / Prawn Pasta with Lemon,dried chili flakes,(optional),tsp
904,,Shrimp / Prawn Pasta with Lemon,Salt,,
905,,Shrimp / Prawn Pasta with Lemon,Black pepper,,
906,,Shrimp / Prawn Pasta with Lemon,Extra lemon wedges,,
907,,Shrimp / Prawn Pasta with Lemon,Extra fresh parsley,finely chopped,
908,350 g / 12 oz ,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",dried spaghetti,,
909,2,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",leftover beef from Slow Cooked Beef Cheeks in Red Wine,shredded,cups
910,1,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",Sauce of Slow Cooked Beef Cheeks in Red Wine,,cup
911,1,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",onion,"(brown, white or yellow), diced",
912,2,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",garlic cloves,minced,
913,2,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",olive oil,,tbsp
914,2,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",crushed tomato,(canned),cups
915,3,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",tomato paste,,tbsp
916,1/2,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",water,,cup
917,1 to 2,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",salt,(adjust to taste),tsp
918,,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",Black pepper,,
919,,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",Freshly grated parmesan cheese,,
920,,"Beef Cheek Ragu Pasta (1 Recipe, 3 Ways)",Parsley,finely chopped,
921,2,Slow Cooker Marinara Sauce,cans,(800g/28oz each can) crushed tomatoes (see notes),
922,1 can (170 g / 6 oz) ,Slow Cooker Marinara Sauce,tomato paste,,
923,1,Slow Cooker Marinara Sauce,medium brown onion,"(or white or yellow), diced",
924,2,Slow Cooker Marinara Sauce,garlic cloves,minced,
925,2,Slow Cooker Marinara Sauce,bay leaves,(dried or fresh),
926,1,Slow Cooker Marinara Sauce,brown sugar,(or honey),tbsp
927,1,Slow Cooker Marinara Sauce,dried basil,,tbsp
928,2,Slow Cooker Marinara Sauce,dried oregano,,tsp
929,2,Slow Cooker Marinara Sauce,olive oil,,tbsp
930,1,Slow Cooker Marinara Sauce,balsamic vinegar,,tbsp
931,1 1/2,Slow Cooker Marinara Sauce,salt,,tsp
932,1/2,Slow Cooker Marinara Sauce,black pepper,,tsp
933,3,Baked Pumpkin Arancini Balls,leftover risotto,(see note 1),cups
934,1,Baked Pumpkin Arancini Balls,egg,,
935,1/3,Baked Pumpkin Arancini Balls,grated cheese,"(tasty, cheddar, mozzarella or any other good melting cheese)",cup
936,1/3,Baked Pumpkin Arancini Balls,plain breadcrumbs,(Optional - to thicken the risotto. May not be required - see note 2),cup
937,1 1/2,Baked Pumpkin Arancini Balls,panko breadcrumbs,,cups
938,1/2,Baked Pumpkin Arancini Balls,salt,,tsp
939,3,Baked Pumpkin Arancini Balls,olive oil,,tbsp
940,1,"Pea, Cabbage, Parmesan and Mint Salad",frozen peas,blanched,cup
941,3,"Pea, Cabbage, Parmesan and Mint Salad",green or white cabbage,finely sliced,cups
942,1/2,"Pea, Cabbage, Parmesan and Mint Salad",mint leaves,(loosely packed),cup
943,1/2,"Pea, Cabbage, Parmesan and Mint Salad",parsley leaves,(loosely packed),cup
944,4,"Pea, Cabbage, Parmesan and Mint Salad",radishes,finely sliced,
945,1/3,"Pea, Cabbage, Parmesan and Mint Salad",parmesan,,cup
946,2,"Pea, Cabbage, Parmesan and Mint Salad",lemon juice,,tbsp
947,3,"Pea, Cabbage, Parmesan and Mint Salad",extra virgin olive oil,,tbsp
948,1/4,"Pea, Cabbage, Parmesan and Mint Salad",salt,,tsp
949,,"Pea, Cabbage, Parmesan and Mint Salad",Black pepper,,
950,4,Trio of Bruschetta: Lemon Cannellini Bean Bruschetta,of good quality crusty bread like sourdough or ciabatta,"sliced 1cm/0.5"" thick, preferably slightly stale",slices
951,1,Trio of Bruschetta: Lemon Cannellini Bean Bruschetta,garlic clove,halved (unpeeled),
952,,Trio of Bruschetta: Lemon Cannellini Bean Bruschetta,Extra virgin olive oil,for drizzling,
953,1,Trio of Bruschetta: Lemon Cannellini Bean Bruschetta,can cannellini beans,(15oz/420g),
954,,Trio of Bruschetta: Lemon Cannellini Bean Bruschetta,Zest of half a lemon,,
955,1 1/2,Trio of Bruschetta: Lemon Cannellini Bean Bruschetta,lemon juice,,tbsp
956,1,Trio of Bruschetta: Lemon Cannellini Bean Bruschetta,parsley,"finely chopped, plus extra to garnish",tbsp
957,,Trio of Bruschetta: Lemon Cannellini Bean Bruschetta,Salt and pepper,,
958,4,Trio of Bruschetta: Celery and Lime Bruschetta,of good quality crusty bread like sourdough or ciabatta,"sliced 1cm/0.5"" thick, preferably slightly stale",slices
959,1,Trio of Bruschetta: Celery and Lime Bruschetta,garlic clove,halved (unpeeled),
960,6,Trio of Bruschetta: Celery and Lime Bruschetta,large sticks of celery,,
961,1,Trio of Bruschetta: Celery and Lime Bruschetta,garlic clove,peeled,
962,4,Trio of Bruschetta: Celery and Lime Bruschetta,extra virgin olive oil,,tbsp
963,1,Trio of Bruschetta: Celery and Lime Bruschetta,lime juice,,tbsp
964,1/4,Trio of Bruschetta: Celery and Lime Bruschetta,salt,plus more to taste,tsp
965,,Trio of Bruschetta: Celery and Lime Bruschetta,Black pepper,,
966,1 lb/500 g ,8 Quick and Easy Pasta Recipes,dried spaghetti,(or other long pasta),
967,1/2,8 Quick and Easy Pasta Recipes,extra virgin olive oil,,cup
968,10,8 Quick and Easy Pasta Recipes,garlic cloves,sliced,
969,1,8 Quick and Easy Pasta Recipes,red chilli flakes,,tbsp
970,1/4,8 Quick and Easy Pasta Recipes,chopped parsley,,cup
971,1/4,8 Quick and Easy Pasta Recipes,extra virgin olive oil,,cup
972,2,8 Quick and Easy Pasta Recipes,garlic cloves,crushed,
973,21 oz / 600g ,8 Quick and Easy Pasta Recipes,crushed tinned tomatoes,,
974,2,8 Quick and Easy Pasta Recipes,chilli flakes,,tbsp
975,1/4,8 Quick and Easy Pasta Recipes,chopped parsley,,cup
976,1/3,8 Quick and Easy Pasta Recipes,extra virgin olive oil,,cup
977,2,8 Quick and Easy Pasta Recipes,garlic cloves,crushed,
978,2,8 Quick and Easy Pasta Recipes,anchovies,finely chopped,tbsp
979,1,8 Quick and Easy Pasta Recipes,red chilli flakes,,tbsp
980,1/4,8 Quick and Easy Pasta Recipes,chopped parsley,,cup
981,2,8 Quick and Easy Pasta Recipes,extra virgin olive oil,,tbsp
982,2,8 Quick and Easy Pasta Recipes,garlic cloves,crushed,
983,1/2,8 Quick and Easy Pasta Recipes,brown onion,diced,
984,14 oz/400g ,8 Quick and Easy Pasta Recipes,crushed tinned tomatoes,,
985,1/2,8 Quick and Easy Pasta Recipes,red chilli flakes,,tsp
986,6 oz/ 180g ,8 Quick and Easy Pasta Recipes,thinly sliced guanciale,or diced pancetta or bacon,
987,4,8 Quick and Easy Pasta Recipes,extra virgin olive oil,,tbsp
988,2,8 Quick and Easy Pasta Recipes,garlic cloves,crushed,
989,24 oz/800g ,8 Quick and Easy Pasta Recipes,fresh cherry tomatoes,halved,
990,1/4,8 Quick and Easy Pasta Recipes,fresh basil,lightly packed,cup
991,1/4,8 Quick and Easy Pasta Recipes,olive oil,,cup
992,3,8 Quick and Easy Pasta Recipes,garlic cloves,crushed,
993,1,8 Quick and Easy Pasta Recipes,brown onion,diced,
994,28 oz / 800g ,8 Quick and Easy Pasta Recipes,crushed tinned tomatoes,,
995,1/4,8 Quick and Easy Pasta Recipes,fresh basil,lightly packed,cup
996,1/4,8 Quick and Easy Pasta Recipes,extra virgin olive oil,,cup
997,2,8 Quick and Easy Pasta Recipes,garlic cloves,crushed,
998,14 oz/400g ,8 Quick and Easy Pasta Recipes,crushed tinned tomatoes,,
999,1/2,8 Quick and Easy Pasta Recipes,red chilli flakes,,tbsp
1000,4 oz/100g ,8 Quick and Easy Pasta Recipes,black sliced olives,,
1001,2,8 Quick and Easy Pasta Recipes,capers,,tbsp
1002,1/4,8 Quick and Easy Pasta Recipes,chopped parsley,,cup
1003,1/4,8 Quick and Easy Pasta Recipes,extra virgin olive oil,,cup
1004,2,8 Quick and Easy Pasta Recipes,garlic cloves,crushed,
1005,1/2,8 Quick and Easy Pasta Recipes,brown onion,diced,
1006,14 oz/400g ,8 Quick and Easy Pasta Recipes,crushed tinned tomatoes,,
1007,5 oz/150g ,8 Quick and Easy Pasta Recipes,tinned tuna,,
1008,1/4,8 Quick and Easy Pasta Recipes,chopped parsley,,cup
1009,1 kg / 2 lbs ,Watermelon Salad,watermelon,,
1010,1,Watermelon Salad,small Spanish red onion,finely sliced,
1011,3,Watermelon Salad,red wine vinegar,,tbsp
1012,,Watermelon Salad,Salt and pepper,,
1013,5,Watermelon Salad,extra virgin olive oil,,tbsp
1014,1 1/2,Watermelon Salad,fresh mint,roughly chopped,tbs
1015,75 g / 3 oz ,Watermelon Salad,Danish feta cheese,crumbled into medium size pieces,
1016,,Watermelon Salad,Whole mint sprigs,to garnish,
1017,3 to 4,Tomato and Artichoke Salad with Capers,tomatos,"sliced into 1/3""/0.5cm slices",
1018,1,Tomato and Artichoke Salad with Capers,baby capers,or ordinary capers roughly chopped,tbsp
1019,,Tomato and Artichoke Salad with Capers,Few tinned artichokes,roughly chopped,
1020,1/4,Tomato and Artichoke Salad with Capers,red spanish onion,finely sliced,
1021,1 1/2,Tomato and Artichoke Salad with Capers,salt flakes,,tsp
1022,,Tomato and Artichoke Salad with Capers,Fresh pepper,,
1023,2,Tomato and Artichoke Salad with Capers,olive oil,,tbsp
1024,1/2,Tomato and Artichoke Salad with Capers,lemon,juice only,
1025,2,Tomato and Artichoke Salad with Capers,fresh oregano leaves,(or other herb of your choice),tbsp
