,amount,meal,name,notes,unit
677,1,Chinese Beef and Broccoli Noodles,white sugar,(omit if using Mirin),tsp
678,1/8,Chinese Beef and Broccoli Noodles,Chinese five spice powder,(not critical),tsp
679,1/2,Chinese Beef and Broccoli Noodles,sesame oil (not critical),,tsp
680,1/4,Chinese Beef and Broccoli Noodles,pepper (white or black),,tsp
681,,Chinese Beef and Broccoli Noodles,Sesame seeds,,
682,,Chinese Beef and Broccoli Noodles,Chopped shallots / green onions / scallions,,
683,500 g / 1 lb ,Sesame Noodles,fresh egg noodles,(Note 1),
684,3/4,Sesame Noodles,green onions,finely sliced (scallions),cup
685,1,Sesame Noodles,"sesame seeds,",plus more for garnish,tbsp
686,2 - 3,Sesame Noodles,"crushed peanuts,","optional, plus more for garnish",tbsp
687,1 ½,Sesame Noodles,dark soy sauce,(Note 2),tbsp
688,1,Sesame Noodles,normal soy sauce,(Note 2),tbsp
689,1 ½,Sesame Noodles,rice vinegar,,tbsp
690,2,Sesame Noodles,sesame oil,,tbsp
691,2,Sesame Noodles,fresh grated ginger,,tsp
692,1,Sesame Noodles,garlic clove,minced,
693,2,Sesame Noodles,white sugar,,tsp
694,2,Sesame Noodles,peanut butter,,tbsp
695,1,Sesame Noodles,Chinese sesame paste or tahini,(Note 3),tbsp
696,2,Sesame Noodles,"garlic chilli paste, like Sambal Oelak, or Sriracha (adjust to taste)",(Note 4),tsp
697,1 1/2,Quick Satay Peanut Stir Fry,fish sauce,(Note 1),tbsp
698,1 1/2,Quick Satay Peanut Stir Fry,sugar,,tsp
699,2,Quick Satay Peanut Stir Fry,cornflour / cornstarch,,tsp
700,1,Quick Satay Peanut Stir Fry,garlic clove,minced,
701,1,Quick Satay Peanut Stir Fry,grated ginger,,tsp
702,1,Quick Satay Peanut Stir Fry,curry powder,(any - I use hot!),tsp
703,1 1/2,Quick Satay Peanut Stir Fry,crunchy peanut butter,(smooth also ok),tbsp
704,2,Quick Satay Peanut Stir Fry,water,,tbsp
705,300 - 350 g / 10 - 12 oz ,Quick Satay Peanut Stir Fry,beef,chicken or pork thinly sliced (or peeled prawns/shrimp) (Note 2),
706,2,Quick Satay Peanut Stir Fry,oil,,tbsp
707,1,Quick Satay Peanut Stir Fry,garlic,finely chopped (Note 3),
708,1,Quick Satay Peanut Stir Fry,large onion,sliced,
709,1,Quick Satay Peanut Stir Fry,large carrot,julienned (Note 4),
710,1,Quick Satay Peanut Stir Fry,big handful bean sprouts,(~1 1/2 cups packed),
711,1/2,Quick Satay Peanut Stir Fry,finely sliced shallots / green onions,(plus more for garnish),cup
712,1/4,Quick Satay Peanut Stir Fry,crushed peanuts,plus more for garnish (optional),cup
713,150 - 180 g/ 5 - 6 oz ,Chicken Stir Fry with Rice Noodles,chicken breast,cut into thin strips,
714,1,Chicken Stir Fry with Rice Noodles,cornflour / cornstarch,(optional),tsp
715,1,Chicken Stir Fry with Rice Noodles,oil,"(peanut, vegetable, canola) (optional)",tsp
716,2,Chicken Stir Fry with Rice Noodles,oyster sauce,(or sub with Hoisin),tbsp
717,1,Chicken Stir Fry with Rice Noodles,dark soy sauce,(Note 2),tbsp
718,1/2,Chicken Stir Fry with Rice Noodles,"each sesame oil, sugar ",(optional),tsp
719,1 1/2,Chicken Stir Fry with Rice Noodles,Chinese cooking wine,(Shoaxing wine) OR Mirin (Note 3),tbsp
720,1/4,Chicken Stir Fry with Rice Noodles,white pepper,(or black pepper),tsp
721,3,Chicken Stir Fry with Rice Noodles,water,,tbsp
722,100 g / 3.5 oz ,Chicken Stir Fry with Rice Noodles,dried rice noodles,(Note 4),
723,1,Chicken Stir Fry with Rice Noodles,oil,,tbsp
724,1,Chicken Stir Fry with Rice Noodles,garlic clove,finely chopped (Note 5),
725,1,Chicken Stir Fry with Rice Noodles,small onion,"sliced (white, brown, yellow)",
726,1/2,Chicken Stir Fry with Rice Noodles,bunch choy sum or other Asian greens,stems separated from leaves (Note 6),
727,1/2,Chicken Stir Fry with Rice Noodles,red capsicum / bell pepper,sliced,
728,1,Chicken Stir Fry with Rice Noodles,carrot,"peeled, cut in half lengthwise and sliced on the diagonal",
729,5 - 7,Chicken Stir Fry with Rice Noodles,mushrooms,sliced,
730,,Chicken Stir Fry with Rice Noodles,Sesame seeds and finely sliced green onions/scallions,optional,
731,2,Chinese Chicken (Char Siu!),garlic cloves,minced,
732,2,Chinese Chicken (Char Siu!),brown sugar,,tsp
733,1 1/2,Chinese Chicken (Char Siu!),honey,,tbsp
734,1 1/2,Chinese Chicken (Char Siu!),hoisin sauce,,tbsp
735,2,Chinese Chicken (Char Siu!),oyster sauce,,tsp
736,1 ½,Chinese Chicken (Char Siu!),light soy sauce,(or all purpose),tbsp
737,1/2,Chinese Chicken (Char Siu!),Chinese five spice powder (Note 1),,tsp
738,1/2,Chinese Chicken (Char Siu!),sesame oil,(not critical),tsp
739,,Chinese Chicken (Char Siu!),Few drops red food colouring,optional,
740,750 g / 1.5lb ,Chinese Chicken (Char Siu!),chicken thigh fillets,skinless boneless (or breast),
741,1,Chinese Chicken (Char Siu!),vegetable oil,,tbsp
742,10 – 12 ,Chinese Chicken (Char Siu!),bamboo skewers,soaked in water for 1 hour (optional),
743,,Chinese Chicken (Char Siu!),Green onions / scallions,"finely sliced, for garnish (optional)",
744,1/4,Cashew Chicken Meatballs,"soy sauce, ordinary or light",(Note 1),cup
745,1/4,Cashew Chicken Meatballs,Chinese cooking wine,"(shaoshing wine, or sub with dry sherry) (Note 4)",cup
746,1/4,Cashew Chicken Meatballs,Oyster sauce,,cup
747,2,Cashew Chicken Meatballs,sesame oil,,tsp
748,1,Cashew Chicken Meatballs,cornflour / cornstarch,,tbsp
749,500g/1lb,Cashew Chicken Meatballs,chicken mince (ground chicken),,
750,2,Cashew Chicken Meatballs,"garlic, minced",,cloves
751,1,Cashew Chicken Meatballs,"egg, small",(Note 2),
752,3/4,Cashew Chicken Meatballs,panko breadcrumbs,,cup
753,1/2,Cashew Chicken Meatballs,salt,,tsp
754,1/4,Cashew Chicken Meatballs,white pepper (or sub with black),,tsp
755,2,Cashew Chicken Meatballs,peanut oil,(or vegetable or canola),tbsp
756,1,Cashew Chicken Meatballs,"garlic, minced",,clove
757,1,Cashew Chicken Meatballs,"small onion, sliced",,
758,1,Cashew Chicken Meatballs,"green capsicum / bell pepper, chopped into 1.75cm / 2/3""",,
759,3/4,Cashew Chicken Meatballs,water,,cup
760,1,Cashew Chicken Meatballs,"cashews, unsalted",,cup
761,8 oz / 250g ,Chinese Satay Chicken Stir Fry,chicken breast,,
762,3/4,Chinese Satay Chicken Stir Fry,baking soda,(bi carb soda) (optional),tsp
763,1/2,Chinese Satay Chicken Stir Fry,coriander powder,,tsp
764,1/2,Chinese Satay Chicken Stir Fry,cumin powder,,tsp
765,1/4,Chinese Satay Chicken Stir Fry,turmeric powder,,tsp
766,1/4,Chinese Satay Chicken Stir Fry,chilli powder,(Not US Chilli powder! See Note 1),tsp
767,1 1/2,Chinese Satay Chicken Stir Fry,Curry Powder,(Note 2),tsp
768,1/2,Chinese Satay Chicken Stir Fry,salt,,tsp
769,1/4,Chinese Satay Chicken Stir Fry,white pepper,,tsp
770,1 1/2,Chinese Satay Chicken Stir Fry,smooth peanut butter,,tbsp
771,2,Chinese Satay Chicken Stir Fry,brown sugar,,tsp
772,1,Chinese Satay Chicken Stir Fry,light soy sauce,(Note 3),tsp
773,2,Chinese Satay Chicken Stir Fry,rice vinegar,,tsp
774,2,Chinese Satay Chicken Stir Fry,Sriracha,(or other hot sauce),tsp
775,1/2,Chinese Satay Chicken Stir Fry,lemongrass paste,(Note 4),tsp
776,1/3,Chinese Satay Chicken Stir Fry,coconut milk,(full fat),cup
777,1/4,Chinese Satay Chicken Stir Fry,water,,cup
778,1,Chinese Satay Chicken Stir Fry,peanut oil,(or other plain oil),tbsp
779,1,Chinese Satay Chicken Stir Fry,onion,finely chopped,
780,2,Chinese Satay Chicken Stir Fry,garlic cloves,minced,
781,,Chinese Satay Chicken Stir Fry,Shallots/scallions,sliced (optional garnish),
782,700 - 800 g / 1.4 - 1.6 lb ,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",white noodles,"(flour noodles), fresh (Note 1)",
783,2,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",vegetable oil*,,tsp
784,2,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",Chinese black vinegar,(Chinkiang vinegar)* (Note 2),tsp
785,1/3,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",chicken stock / broth,,cup
786,1,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",Chilli Bean Sauce,(Note 3),tbsp
787,1,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",Chinese Sweet Bean Sauce,(Note 4),tbsp
788,1,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",dark soy sauce,(Note 5),tbsp
789,2,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",Chinese black vinegar,(Chinkiang vinegar)* (Note 2),tsp
790,1,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",sugar,(white or brown),tsp
791,1,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",vegetable oil,,tbsp
792,2,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",garlic cloves,minced,
793,1 1/2,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",ginger,minced or finely chopped,tsp
794,1/2,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",onion,"finely chopped (white, brown or yellow)",
795,400 g / 14 oz ,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",minced pork,(ground pork),
796,2,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",cucumbers,"cut into batons (deseed if you can be bothered, I don't!)",
797,,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",Chinese chilli sauce,(Note 6),
798,,"Chinese Pork Mince with Noodles (""Chinese Bolognese"")",Coriander / cilantro leaves,,
799,2 1/2,Chinese Chicken Salad with Asian Peanut Salad Dressing,peanut butter,,tbsp
800,2,Chinese Chicken Salad with Asian Peanut Salad Dressing,toasted sesame oil,,tsp
801,1,Chinese Chicken Salad with Asian Peanut Salad Dressing,canola oil,"(or vegetable, grapeseed or peanut oil)",tbsp
802,2,Chinese Chicken Salad with Asian Peanut Salad Dressing,soy sauce,,tsp
803,2,Chinese Chicken Salad with Asian Peanut Salad Dressing,tsp+ Sriracha,,
804,1,Chinese Chicken Salad with Asian Peanut Salad Dressing,honey,,tbsp
805,1 tbsp + 2 tsp ,Chinese Chicken Salad with Asian Peanut Salad Dressing,rice wine vinegar,,
806,1 - 1 1/2,Chinese Chicken Salad with Asian Peanut Salad Dressing,water,(or lime juice),tbsp
807,1,Chinese Chicken Salad with Asian Peanut Salad Dressing,garlic clove,minced,
808,1/2,Chinese Chicken Salad with Asian Peanut Salad Dressing,ginger,freshly grated,tsp
809,1 1/2,Chinese Chicken Salad with Asian Peanut Salad Dressing,Chinese cabbage / Napa cabbage,shredded,cups
810,1,Chinese Chicken Salad with Asian Peanut Salad Dressing,red cabbage,shredded,cup
811,1 1/2,Chinese Chicken Salad with Asian Peanut Salad Dressing,carrots,julienned (I used Just Veg pre shredded carrots) (Note 1),cups
812,1 1/2,Chinese Chicken Salad with Asian Peanut Salad Dressing,shredded cooked chicken,,cups
813,1 1/2,Chinese Chicken Salad with Asian Peanut Salad Dressing,bean sprouts,,cups
814,1,Chinese Chicken Salad with Asian Peanut Salad Dressing,shallot / green onion / scallion,finely sliced on the diagonal,
815,1/4,Chinese Chicken Salad with Asian Peanut Salad Dressing,peanuts,roughly chopped,cup
816,1/4+ ,Chinese Chicken Salad with Asian Peanut Salad Dressing,crunchy fried noodles,(I use Changs),cups 
817,2,Chinese Steamed Fish with Ginger Shallot Sauce,bream or snapper fish,"gutted, scaled and cleaned (Note 1)",x 350 - 400g / 12 - 13 oz 
818,2,Chinese Steamed Fish with Ginger Shallot Sauce,stems of shallots,"(scallions / green onions), diagonally julienned to 5cm/2"" length",
819,4,Chinese Steamed Fish with Ginger Shallot Sauce,ginger julienned,,"x 3cm / 1 x 2"" piece of "
820,2,Chinese Steamed Fish with Ginger Shallot Sauce,Japanese cooking sake,(Note 2),tbsp
821,2,Chinese Steamed Fish with Ginger Shallot Sauce,salt,,pinches of 
822,3,Chinese Steamed Fish with Ginger Shallot Sauce,soy sauce,(Note 3),tsp
823,2,Chinese Steamed Fish with Ginger Shallot Sauce,sesame oil,,tsp
824,4,Chinese Steamed Fish with Ginger Shallot Sauce,oil,"(vegetable, canola or peanut oil)",tbsp
825,,Chinese Steamed Fish with Ginger Shallot Sauce,Red chilli julienned,(Note 4),
826,2 cups (500ml),Chinese Corn Soup with Chicken,chicken or vegetable broth/stock,,
827,1 can (16oz/420g),Chinese Corn Soup with Chicken,creamed corn,,
828,1,Chinese Corn Soup with Chicken,soy sauce,(all purpose or light),tsp
829,1,Chinese Corn Soup with Chicken,Chinese cooking wine,OR Mirin or Dry Sherry (can omit),tbsp
830,1,Chinese Corn Soup with Chicken,ginger,minced or finely chopped,tsp
831,1,Chinese Corn Soup with Chicken,garlic clove,minced or finely chopped,
832,1,Chinese Corn Soup with Chicken,cornflour / cornstarch,mixed with a splash of cold water,tsp
833,1,Chinese Corn Soup with Chicken,egg,whisked,
834,1,Chinese Corn Soup with Chicken,shredded cooked chicken,,cup
835,,Chinese Corn Soup with Chicken,Salt and white pepper,to taste,
836,3,Chinese Corn Soup with Chicken,sliced scallions / shallots,(optional),tbsp
837,2,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,chicken breasts,"boneless skinless, 250g/8.5 oz each (Note 1)",
838,3 - 4,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,shallots / scallions,green and white part thinly sliced (1 heaped cup),
839,2,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,finely grated ginger,,tbsp
840,1/4,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,salt,,tsp
841,5,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,vegetable oil,(or peanut or grapeseed oil),tbsp
842,1,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,chilli paste,,tbsp
843,1,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,Sriracha,,tbsp
844,1,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,soy sauce,,tsp
845,1,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,sugar,,tsp
846,1,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,garlic clove,,
847,1,Foolproof Poached Chicken Breast with Ginger Shallot Sauce,grated ginger,,tsp
848,1/2,Sweet and Sour Chicken Stir Fry,white sugar,(Note 1),cup
849,1/3,Sweet and Sour Chicken Stir Fry,apple cider vinegar,,cup
850,3,Sweet and Sour Chicken Stir Fry,pineapple juice,(from the canned pineapple pieces),tbsp
851,3,Sweet and Sour Chicken Stir Fry,ketchup,(Australia: tomato sauce),tbsp
852,1,Sweet and Sour Chicken Stir Fry,Worcestershire sauce,(Note 2),tsp
853,1,Sweet and Sour Chicken Stir Fry,soy sauce,light or all purpose (Note 2),tsp
854,1,Sweet and Sour Chicken Stir Fry,Oyster Sauce,(Note 2),tsp
855,1/4,Sweet and Sour Chicken Stir Fry,salt,,tsp
856,1,Sweet and Sour Chicken Stir Fry,cornflour / corn starch + 2 tbsp water,mixed together,tbsp
857,1 1/2,Sweet and Sour Chicken Stir Fry,peanut oil,(or vegetable),tbsp
858,1,Sweet and Sour Chicken Stir Fry,garlic clove,minced or finely chopped,
859,1,Sweet and Sour Chicken Stir Fry,onion,"halved and sliced (brown, yellow or white) (see photo in post)",
860,400 g / 13 oz ,Sweet and Sour Chicken Stir Fry,chicken thigh fillets,cut into bite size pieces (Note 3),
861,1,Sweet and Sour Chicken Stir Fry,red capsicum / bell pepper,cut into bite size pieces,
862,1,Sweet and Sour Chicken Stir Fry,green or yellow capsicum / bell pepper,cut into bite size pieces,
863,1,Sweet and Sour Chicken Stir Fry,can,(8oz/250g) canned pineapple pieces in natural juice. Separate pineapple from juice.,
864,,Sweet and Sour Chicken Stir Fry,Sliced shallots / scallions,for garnish,
865,3,Chinese Fried Rice with Shrimp / Prawns,peanut oil,"(or vegetable), separated",tbsp
866,2,Chinese Fried Rice with Shrimp / Prawns,eggs,lightly beaten,
867,3/4,Chinese Fried Rice with Shrimp / Prawns,bacon,"excess fat trimmed, chopped (or 1/2 cup Chinese Sausage) (Note 1)",cup
868,2,Chinese Fried Rice with Shrimp / Prawns,garlic cloves,minced,
869,3,Chinese Fried Rice with Shrimp / Prawns,ginger,minced or very finely chopped,tsp
870,1/2,Chinese Fried Rice with Shrimp / Prawns,onion,"finely chopped (about 3/4 cup) (brown, white or yellow)",
871,1,Chinese Fried Rice with Shrimp / Prawns,Chinese cooking wine or dry sherry,"(or sake, Japanese cooking wine) (Note 2)",tbsp
872,1/2,Chinese Fried Rice with Shrimp / Prawns,sugar,,tsp
873,5 oz/150g ,Chinese Fried Rice with Shrimp / Prawns,small shrimp/prawns,cooked and peeled (Note 3),
874,3,Chinese Fried Rice with Shrimp / Prawns,cooked long grain white rice,refrigerated overnight (Note 4),cups
875,3,Chinese Fried Rice with Shrimp / Prawns,scallions,thinly sliced,
876,1,Chinese Fried Rice with Shrimp / Prawns,Oyster Sauce,,tbsp
877,1 1/2,Chinese Fried Rice with Shrimp / Prawns,soy sauce,(all purpose or light) (Note 3),tbsp
878,1/2,Chinese Fried Rice with Shrimp / Prawns,sesame oil,(roasted - i.e. dark colour),tsp
879,1 lb / 500g ,Easy Chinese Honey Sesame Chicken,chicken thighs,"cut into 1.2cm/ 1/2"" slices (Note 1)",
880,1/2,Easy Chinese Honey Sesame Chicken,salt,,tsp
881,2,Easy Chinese Honey Sesame Chicken,sesame paste OR tahini,(Note 2),tsp
882,2,Easy Chinese Honey Sesame Chicken,soy sauce,,tsp
883,1 1/2,Easy Chinese Honey Sesame Chicken,sesame seeds,toasted,tbsp
884,1/2,Easy Chinese Honey Sesame Chicken,plain flour,,cup
885,,Easy Chinese Honey Sesame Chicken,Oil spray,,
886,1,Easy Chinese Honey Sesame Chicken,Chinese cooking wine,(Shaoshing / Shaoxing wine) or sherry (or use chicken broth/stock),tbsp
887,3/4,Easy Chinese Honey Sesame Chicken,chicken broth / stock,,cup
888,1,Easy Chinese Honey Sesame Chicken,rice wine vinegar or Chinese black vinegar,(or ordinary white vinegar),tsp
889,3 1/2,Easy Chinese Honey Sesame Chicken,honey,,tbsp
890,1 1/2,Easy Chinese Honey Sesame Chicken,soy sauce,all purpose ordinary (Note 3),tbsp
891,2,Easy Chinese Honey Sesame Chicken,sesame oil,,tsp
892,1 1/2,Easy Chinese Honey Sesame Chicken,cornstarch / cornflour mixed with 2 tbsp water,,tbsp
893,2,Easy Chinese Honey Sesame Chicken,oil,"(vegetable, canola, peanut)",tsp
894,2,Easy Chinese Honey Sesame Chicken,garlic cloves,minced,
895,1,Easy Chinese Honey Sesame Chicken,scallion/shallot stem,sliced,
896,1/2,Easy Chinese Honey Sesame Chicken,sesame seeds,toasted,tbsp
897,13oz / 400g ,Spicy Beef Hokkien Noodles,beef rump steak,"trimmed, thinly sliced",
898,2,Spicy Beef Hokkien Noodles,Homemade Chinese Stir-fry Sauce,(Note 1),tbsp
899,1 1/2,Spicy Beef Hokkien Noodles,peanut oil,,tbsp
900,1 1/2,Spicy Beef Hokkien Noodles,peanut oil,,tbsp
901,2,Spicy Beef Hokkien Noodles,garlic cloves,crushed,
902,1,Spicy Beef Hokkien Noodles,small onion,"(brown, white or yellow)",
903,1,Spicy Beef Hokkien Noodles,red capsicum/bell pepper,sliced,
904,1/3,Spicy Beef Hokkien Noodles,Homemade Chinese Stir-fry Sauce,(Note 1),cup
905,3/4,Spicy Beef Hokkien Noodles,water,,cup
906,2,Spicy Beef Hokkien Noodles,chilli paste,"hot sauce, sriracha (to taste) OR finely chopped chilli",tbsp
907,3,Spicy Beef Hokkien Noodles,scallions/shallots,cut into 3cm lengths,
908,7oz / 200g ,Spicy Beef Hokkien Noodles,snow peas,trimmed,
909,15oz / 450g ,Spicy Beef Hokkien Noodles,fresh hokkien noodles,,
910,,Spicy Beef Hokkien Noodles,Sliced red chilli,sliced scallions/shallots and toasted sesame seeds,
911,3,Easy Classic Chinese Beef Stir Fry,cornstarch / corn flour*,,tsp
912,2 tbsp + 1/3 cup ,Easy Classic Chinese Beef Stir Fry,water,separated,
913,2,Easy Classic Chinese Beef Stir Fry,soy sauce,(Note 2)*,tbsp
914,1,Easy Classic Chinese Beef Stir Fry,oyster sauce*,,tbsp
915,2,Easy Classic Chinese Beef Stir Fry,Chinese cooking wine OR Mirin,(Note 3)*,tbsp
916,1,Easy Classic Chinese Beef Stir Fry,white sugar*,,tsp
917,1/2,Easy Classic Chinese Beef Stir Fry,sesame oil,(optional)*,tsp
918,,Easy Classic Chinese Beef Stir Fry,Dash of black pepper*,,
919,2,Easy Classic Chinese Beef Stir Fry,peanut oil,,tbsp
920,1,Easy Classic Chinese Beef Stir Fry,garlic clove,crushed,
921,7 oz / 200 g ,Easy Classic Chinese Beef Stir Fry,beef,"good quality, thinly sliced (Note 4)",
922,1/2,Easy Classic Chinese Beef Stir Fry,small onion,"sliced (yellow, brown or white)",
923,1/2,Easy Classic Chinese Beef Stir Fry,red bell pepper / capsicum,sliced,
924,1,Easy Classic Chinese Beef Stir Fry,small carrot,halved lengthwise and sliced thinly on the diagonal,
925,3,Easy Classic Chinese Beef Stir Fry,baby pak choy / bok choy,quartered lengthwise,
926,2,Easy Classic Chinese Beef Stir Fry,stems scallion / shallots,"cut into 1.5""/3cm pieces",
927,,Easy Classic Chinese Beef Stir Fry,Steamed white rice,,
928,,Easy Classic Chinese Beef Stir Fry,Sesame seeds,(optional),
929,,Easy Classic Chinese Beef Stir Fry,Fresh cilantro / coriander,(optional),
930,1 lb / 500 g ,Baked Sweet and Sour Chicken,chicken breast,cut into bite size cubes,
931,1/2,Baked Sweet and Sour Chicken,salt,,tsp
932,1,Baked Sweet and Sour Chicken,large egg or 2 small eggs,lightly beaten (enough to coat chicken),
933,1,Baked Sweet and Sour Chicken,cornstarch / cornflour,placed in a large ziplock bag,cup
934,3 to 5,Baked Sweet and Sour Chicken,oil,"(vegetable, canola)",tbsp
935,,Baked Sweet and Sour Chicken,Oil spray,,
936,1/2,Baked Sweet and Sour Chicken,oil,,tbsp
937,1,Baked Sweet and Sour Chicken,garlic clove,,
938,1,Baked Sweet and Sour Chicken,small onion,cut into large dice,
939,1/2,Baked Sweet and Sour Chicken,red bell pepper,cut into bite size pieces,
940,1/2,Baked Sweet and Sour Chicken,green bell pepper,cut into bite size pieces,
941,1,Baked Sweet and Sour Chicken,can,(8oz/250g) canned pineapple pieces in natural juice. Separate pineapple from juice.,
942,1/2,Baked Sweet and Sour Chicken,sugar,(white or brown - I use either),cup
943,1/3,Baked Sweet and Sour Chicken,apple cider vinegar,,cup
944,2 - 3,Baked Sweet and Sour Chicken,pineapple juice,(from the canned pineapple pieces),tbsp
945,3,Baked Sweet and Sour Chicken,ketchup,(Australia: tomato sauce),tbsp
946,1,Baked Sweet and Sour Chicken,Worcestershire sauce,(Note 1),tsp
947,1,Baked Sweet and Sour Chicken,soy sauce,(Note 1),tsp
948,1,Baked Sweet and Sour Chicken,Oyster Sauce,(Note 1),tsp
949,1/4,Baked Sweet and Sour Chicken,salt,,tsp
950,1,Baked Sweet and Sour Chicken,cornflour / corn starch + 4 tbsp water,mixed together,tbsp
951,8 oz / 250g ,Crispy Sticky Mongolian Beef,beef steak,"(rump, scotch or flank), sliced into 1/5"" / 3mm slices (Note 1)",
952,1,Crispy Sticky Mongolian Beef,soy sauce,,tsp
953,1,Crispy Sticky Mongolian Beef,cornstarch/cornflour,,tsp
954,1,Crispy Sticky Mongolian Beef,vegetable oil,,tsp
955,2,Crispy Sticky Mongolian Beef,cornflour / cornstarch,,tsp
956,1/4,Crispy Sticky Mongolian Beef,water,,cup
957,2,Crispy Sticky Mongolian Beef,"soy sauce (light or all purpose, NOT dark)",,tbsp
958,1/4,Crispy Sticky Mongolian Beef,chicken broth,,cup
959,1 1/2,Crispy Sticky Mongolian Beef,"Chinese cooking wine or dry sherry, or more chicken broth (Note 2)",,tbsp
960,3 tbsp / 1/4 cup,Crispy Sticky Mongolian Beef,"brown sugar, lightly packed",,
961,1/4 - 1 1/2,Crispy Sticky Mongolian Beef,vegetable oil (Note 1),,cups
962,1/4,Crispy Sticky Mongolian Beef,cornstarch/cornflour,,cup
963,1/2,Crispy Sticky Mongolian Beef,"ginger, finely minced",,tsp
964,2,Crispy Sticky Mongolian Beef,"garlic cloves, crushed",,
965,2,Crispy Sticky Mongolian Beef,"scallions/shallots, cut into 1 1/2"" / 4cm pieces on the diagonal",,
966,1,Chinese Zucchini Pancakes,large zucchini,"grated (1 1/2 cups, not packed in)",
967,3,Chinese Zucchini Pancakes,shallots / scallions,thinly sliced (about 3/4 cup),
968,2,Chinese Zucchini Pancakes,eggs,,
969,1,Chinese Zucchini Pancakes,flour,,cup
970,3/4,Chinese Zucchini Pancakes,salt,,tsp
971,1,Chinese Zucchini Pancakes,Chinese five spice,(note 1),tsp
972,1,Chinese Zucchini Pancakes,sesame oil,,tsp
973,2,Chinese Zucchini Pancakes,vegetable or other cooking oil,,tbsp
974,2,Chinese Zucchini Pancakes,Chinese black vinegar,(note 2),tsp
975,1,Chinese Zucchini Pancakes,sesame oil,,tsp
976,1,Chinese Zucchini Pancakes,small garlic clove,finely chopped,
977,1/4,Chinese Zucchini Pancakes,salt,,tsp
978,1/4,Chinese Zucchini Pancakes,chili paste or sauce,(optional - see note 3),tsp
979,,Chinese Zucchini Pancakes,Extra sliced shallots / scallions,,
980,3 - 4 lb / 1.5 - 2 kg ,Slow Cooker Crispy Chinese Shredded Chicken,whole chicken,skin on,
981,2 1/2,Slow Cooker Crispy Chinese Shredded Chicken,Chinese cooking wine,(or sherry) (see notes),cups
982,3/4,Slow Cooker Crispy Chinese Shredded Chicken,brown sugar,(or substitute with white sugar),cup
983,1/4,Slow Cooker Crispy Chinese Shredded Chicken,black vinegar,"(or substitute with malt vinegar, or white vinegar. Don't use balsamic)",cup
984,1 1/4,Slow Cooker Crispy Chinese Shredded Chicken,light soy sauce,(or substitute with 3/4 cup ordinary soy sauce + 1/2 cup water + 1 tsp salt),cups
985,3,Slow Cooker Crispy Chinese Shredded Chicken,coarsely chopped ginger,(no need to peel),tbsp
986,4,Slow Cooker Crispy Chinese Shredded Chicken,garlic cloves,crushed (not minced - see notes),
987,3,Slow Cooker Crispy Chinese Shredded Chicken,cooking oil,"(vegetable, peanut or canola)",tbsp
988,5 oz / 150g ,Crispy Shredded Chicken Noodle Stir Fry,dried rice stick noodles,(see note 1),
989,2,Crispy Shredded Chicken Noodle Stir Fry,oil,"(vegetable, canola or peanut oil)",tbsp
990,2,Crispy Shredded Chicken Noodle Stir Fry,garlic cloves,smashed (see note 2),
991,1,Crispy Shredded Chicken Noodle Stir Fry,Slow Cooker Crispy Chinese Shredded Chicken,"(""Shredded Chicken"")",cup
992,1/2,Crispy Shredded Chicken Noodle Stir Fry,Slow Cooker Crispy Chinese Shredded Chicken braising liquid,(see note 3),cup
993,1,Crispy Shredded Chicken Noodle Stir Fry,Sriracha sauce,(or any hot sauce or chili paste) (optional),tbsp
994,3,Crispy Shredded Chicken Noodle Stir Fry,"Chinese broccoli, leaves separated from stems (cut stems vertically into thin sticks) (about 1 small bunch)",,cups (tightly packed) 
995,500 g / 16 oz ,Slow Cooker Beef and Broccoli,chuck steak or other beef cut suitable for slow cooking,,
996,300 g / 16 oz ,Slow Cooker Beef and Broccoli,broccoli florets,"(about 6 cups, 1 giant broccoli or 2 medium)",
