,amount,meal,name,notes,unit
762,1 1/2,Grilled Mexican Corn with Chipotle Adobo Sauce,chipotle in adobo sauce,(1 chipotle + sauce totalling 1 1/2 tbsp) (Note 4),tbsp
763,1/4,Grilled Mexican Corn with Chipotle Adobo Sauce,whole egg mayonnaise,(Note 1),cup
764,1/4,Grilled Mexican Corn with Chipotle Adobo Sauce,sour cream,,cup
765,1,Grilled Mexican Corn with Chipotle Adobo Sauce,lime juice,,tbsp
766,1/2,Grilled Mexican Corn with Chipotle Adobo Sauce,dried oregano flakes,,tsp
767,1/4,Grilled Mexican Corn with Chipotle Adobo Sauce,salt,,tsp
768,,Grilled Mexican Corn with Chipotle Adobo Sauce,Black pepper,,
769,4 to 6,Grilled Mexican Corn with Chipotle Adobo Sauce,corn on the cob,,
770,1/2,Grilled Mexican Corn with Chipotle Adobo Sauce,freshly grated parmesan cheese,(Note 2),cup
771,1/4,Grilled Mexican Corn with Chipotle Adobo Sauce,ancho chili powder,chipotle powder or smoky paprika,tsp
772,,Grilled Mexican Corn with Chipotle Adobo Sauce,Lime wedges,for serving,
773,1/2,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,Chipotles in Adobo - chipotles and sauce,(about half a 220g/7oz can) (Note 1),cup
774,28 oz / 800g ,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,can crushed tomato,(or tomato passata / tomato puree),
775,2.4,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,beef short ribs,"bone in (around 8 pieces, 10oz/300g each) (Note 2)",kg
776,1,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,salt,separated,tbsp
777,2,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,black pepper,,tsp
778,2,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,olive oil,,tbsp
779,4,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,garlic cloves,minced,
780,1,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,large onion,diced,
781,1,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,cumin powder,,tbsp
782,3,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,dried bay leaves,(or 5 fresh),
783,4,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,dried oregano,,tsp
784,2,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,oranges,(or 1 cup orange juice),
785,,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,Fresh coriander/cilantro leaves,,
786,,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,Lime wedges,,
787,1/2,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,"coriander/cilantro (mainly leaves, some stalk)",,cup (packed) 
788,1,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,tightly packed fresh spinach leaves OR 1/3 cup thawed frozen spinach,squeezed of excess water,cup
789,1 1/4,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,chicken or vegetable broth,,cups
790,1,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,olive oil,,tbsp
791,2,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,garlic cloves,minced,
792,1/4,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,finely chopped onion,,cup
793,1 1/2,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,long grain rice,uncooked (Note 1),cups
794,2,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,frozen corn,(optional),cups
795,1 1/2,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,milk,,cups
796,1/2,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,salt,,tsp
797,,Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,Black pepper,,
798,2 ,Mexican Breakfast Tacos (Chorizo and Egg),tomatoes,deseeded and diced,
799,1/2,Mexican Breakfast Tacos (Chorizo and Egg),red onion,diced,
800,2,Mexican Breakfast Tacos (Chorizo and Egg),lime juice,(adjust to taste) (around 1 lime),tbsp
801,1,Mexican Breakfast Tacos (Chorizo and Egg),olive oil,,tbsp
802,2,Mexican Breakfast Tacos (Chorizo and Egg),coriander/cilantro leaves,,tbsp
803,1/2,Mexican Breakfast Tacos (Chorizo and Egg),salt,,tsp
804,,Mexican Breakfast Tacos (Chorizo and Egg),Black pepper,,
805,1,Mexican Breakfast Tacos (Chorizo and Egg),olive oil,,tbsp
806,7 oz / 200g ,Mexican Breakfast Tacos (Chorizo and Egg),Mexican or raw Spanish chorizo,removed from casings (Note 1),
807,2,Mexican Breakfast Tacos (Chorizo and Egg),garlic cloves,,
808,2,Mexican Breakfast Tacos (Chorizo and Egg),birds eye chilies,deseeded and finely chopped (adjust to taste),
809,1,Mexican Breakfast Tacos (Chorizo and Egg),onion,"(brown, yellow, white)",small 
810,4,Mexican Breakfast Tacos (Chorizo and Egg),eggs,lightly whisked (or 6 small eggs),large 
811,1,Mexican Breakfast Tacos (Chorizo and Egg),milk,,tbsp
812,3/4,Mexican Breakfast Tacos (Chorizo and Egg),salt,,tsp
813,,Mexican Breakfast Tacos (Chorizo and Egg),Black pepper,,
814,4,Mexican Breakfast Tacos (Chorizo and Egg),tortillas,"corn or flour (around 6"" / 12 cm rounds)",small 
815,,Mexican Breakfast Tacos (Chorizo and Egg),Cotija or feta,crumbled,
816,,Mexican Breakfast Tacos (Chorizo and Egg),Avocado,diced,
817,,Mexican Breakfast Tacos (Chorizo and Egg),Cilantro/coriander leaves,,
818,2 to 3,Spicy Little Muffin Tin Chicken Tostadas,tortillas,(flour or corn),
819,,Spicy Little Muffin Tin Chicken Tostadas,Oil spray,,
820,1/4,Spicy Little Muffin Tin Chicken Tostadas,whole egg mayonnaise,,cup
821,1/4,Spicy Little Muffin Tin Chicken Tostadas,finely chopped canned jalapeño,drained (Note 1),cup
822,1 1/2,Spicy Little Muffin Tin Chicken Tostadas,salt,,tsp
823,1/2,Spicy Little Muffin Tin Chicken Tostadas,black pepper,,tsp
824,1,Spicy Little Muffin Tin Chicken Tostadas,lime juice,(or more to taste),tbsp
825,1/2,Spicy Little Muffin Tin Chicken Tostadas,sliced shallots/scallions,(or 1/4 cup finely diced red onion),cup
826,2,Spicy Little Muffin Tin Chicken Tostadas,finely diced coriander/cilantro stems,,tbsp
827,1 1/4,Spicy Little Muffin Tin Chicken Tostadas,shredded cooked chicken,"(plain, unseasoned)",cups
828,,Spicy Little Muffin Tin Chicken Tostadas,Coriander/cilantro leaves,,
829,,Spicy Little Muffin Tin Chicken Tostadas,Diced avocado,,
830,8,Taco Stack with Pork Carnitas or Chicken,small tortillas,"corn or flour (around 6"" / 12 cm rounds)",
831,3,Taco Stack with Pork Carnitas or Chicken,shredded Pork Carnitas or Quick Mexican Chicken,(see below),cups
832,1,Taco Stack with Pork Carnitas or Chicken,olive oil,,tbsp
833,1 1/2,Taco Stack with Pork Carnitas or Chicken,grated cheese,(I used Monterey Jack. See Note 1 for other suggestions),cups
834,1 1/4,Taco Stack with Pork Carnitas or Chicken,corn kernels,"fresh, frozen or canned (drained) (I used frozen)",cups
835,1,Taco Stack with Pork Carnitas or Chicken,olive oil,,tbsp
836,1,Taco Stack with Pork Carnitas or Chicken,cherry tomatoes,"diced (or 2 medium tomatos, deseeded and diced, around 1 1/2 cups (Note 2))",punnet
837,2,Taco Stack with Pork Carnitas or Chicken,shallots / scallions,"green part only, sliced",
838,1/2,Taco Stack with Pork Carnitas or Chicken,lime,juice only (add more or less to taste),
839,,Taco Stack with Pork Carnitas or Chicken,Salt and pepper to taste,,
840,1.2 lb / 600g ,Taco Stack with Pork Carnitas or Chicken,chicken thigh fillets,"skinless and boneless, cut into 1cm / 2/5"" slices (Note 3)",
841,1,Taco Stack with Pork Carnitas or Chicken,garlic powder,(or add 1 minced garlic clove into the oil in the fry pan),tsp
842,2,Taco Stack with Pork Carnitas or Chicken,cumin powder,,tsp
843,1,Taco Stack with Pork Carnitas or Chicken,paprika,,tsp
844,1/2,Taco Stack with Pork Carnitas or Chicken,oregano,,tsp
845,,Taco Stack with Pork Carnitas or Chicken,cayenne or chili powder,(for heat - adjust to taste),Pinch of 
846,1 1/2,Taco Stack with Pork Carnitas or Chicken,salt,,tsp
847,,Taco Stack with Pork Carnitas or Chicken,Black pepper,,
848,1,Taco Stack with Pork Carnitas or Chicken,lime,juice only,
849,1,Taco Stack with Pork Carnitas or Chicken,olive oil,,tbsp
850,,Taco Stack with Pork Carnitas or Chicken,Sour cream,,
851,,Taco Stack with Pork Carnitas or Chicken,Cilantro / coriander,,
852,,Taco Stack with Pork Carnitas or Chicken,Jalapeños,finely chopped,
853,,Taco Stack with Pork Carnitas or Chicken,Avocado,diced,
854,1,One Pot Mexican Chicken and Rice,garlic powder,"(or 2 garlic cloves, minced)",tbsp
855,1,One Pot Mexican Chicken and Rice,paprika,,tbsp
856,1,One Pot Mexican Chicken and Rice,cumin powder,,tbsp
857,1 3/4,One Pot Mexican Chicken and Rice,salt,,tsp
858,1/2,One Pot Mexican Chicken and Rice,cayenne pepper,"(Note 1), optional",tsp
859,,One Pot Mexican Chicken and Rice,Black pepper,,
860,5,One Pot Mexican Chicken and Rice,chicken thigh fillets,bone-in and skin on (Notes 2 and 3),
861,2,One Pot Mexican Chicken and Rice,olive oil,,tbsp
862,1,One Pot Mexican Chicken and Rice,lime,(juice only),
863,1,One Pot Mexican Chicken and Rice,small onion,peeled and diced (or 1/2 large),
864,1,One Pot Mexican Chicken and Rice,garlic clove,minced,
865,1,One Pot Mexican Chicken and Rice,red capsicum,"(bell pepper), sliced",
866,1,One Pot Mexican Chicken and Rice,long grain rice,uncooked (Note 4),cup
867,1,One Pot Mexican Chicken and Rice,chicken stock/broth,(or vegetable stock),cup
868,3/4,One Pot Mexican Chicken and Rice,tomato puree or passata,(Note 5),cup
869,1,One Pot Mexican Chicken and Rice,frozen corn kernels,(or canned - drained),cup
870,1,One Pot Mexican Chicken and Rice,black beans,drained and rinsed (or sub with red kidney beans),can (400g/16oz) 
871,1,One Pot Mexican Chicken and Rice,lime,plus extra to serve,
872,,One Pot Mexican Chicken and Rice,Coriander/cilantro,,
873,,One Pot Mexican Chicken and Rice,Sliced jalapeño peppers,(optional),
874,2 1/2 cups / 225g / 8oz ,Nachos Cheese Dip (and Sauce!),"shredded cheese (Cheddar, Monterey Jack, Colby, etc), shred your own (Important - read Note 1)",,
875,1,Nachos Cheese Dip (and Sauce!),cornstarch,(corn flour),tbsp
876,1,Nachos Cheese Dip (and Sauce!),can evaporated milk,(375g / 12oz),
877,2,Nachos Cheese Dip (and Sauce!),finely chopped jalapeño peppers,(fresh or canned),tbsp
878,1,Nachos Cheese Dip (and Sauce!),hot sauce,(or adjust to your taste),tbsp
879,1/2,Nachos Cheese Dip (and Sauce!),onion powder,(optional - adds extra flavour),tsp
880,1/2,Nachos Cheese Dip (and Sauce!),garlic powder,(optional - adds extra flavour),tsp
881,1,Nachos Cheese Dip (and Sauce!),salt,,tsp
882,3,Huevos Rancheros Tortilla Bowls,flour tortillas,"(20cm/8"" rounds)",
883,3,Huevos Rancheros Tortilla Bowls,eggs,,
884,1 1/2,Huevos Rancheros Tortilla Bowls,olive oil,,tbsp
885,2,Huevos Rancheros Tortilla Bowls,garlic cloves,minced,
886,1,Huevos Rancheros Tortilla Bowls,small onion,"(red, brown, white, yellow), halved and sliced",
887,1,Huevos Rancheros Tortilla Bowls,red capsicum,"(bell peppers), roughly diced",cup
888,1/4,Huevos Rancheros Tortilla Bowls,coriander/cilantro,(leaves and stems roughly chopped) (loosely packed),cup
889,400 g / 14 oz ,Huevos Rancheros Tortilla Bowls,crushed tinned tomato,,
890,3/4,Huevos Rancheros Tortilla Bowls,canned black beans,drained,cup
891,1/2,Huevos Rancheros Tortilla Bowls,paprika powder,,tsp
892,1/2,Huevos Rancheros Tortilla Bowls,cumin powder,,tsp
893,1/2 - 3/4,Huevos Rancheros Tortilla Bowls,salt,,tsp
894,,Huevos Rancheros Tortilla Bowls,Black pepper,,
895,,Huevos Rancheros Tortilla Bowls,Diced avocado,,
896,,Huevos Rancheros Tortilla Bowls,Sour cream,,
897,,Huevos Rancheros Tortilla Bowls,Grated cheese,,
898,,Freezer Friendly Mexican Meals,PDF version or Excel version of Shopping List,(combined + individual recipes),
899,,Freezer Friendly Mexican Meals,Labels for food to be frozen.,,
900,1 1/2,Pulled Pork Carnitas Quesadillas,shredded Pork Carnitas,(Mexican Pulled Pork),cups
901,1 1/2,Pulled Pork Carnitas Quesadillas,shredded mozzarella cheese,,cups
902,8 ,Pulled Pork Carnitas Quesadillas,tortillas,,
903,1/2,Pulled Pork Carnitas Quesadillas,corn kernels,(frozen or canned),cup
904,1/2,Pulled Pork Carnitas Quesadillas,diced red capsicum,(bell pepper),cup
905,1,Pulled Pork Carnitas Quesadillas,olive oil,,tbsp
906,,Pulled Pork Carnitas Quesadillas,Salt and pepper,,
907,,Pulled Pork Carnitas Quesadillas,Fresh parsley or coriander,finely chopped (optional garnish),
908,1 1/2,Pulled Pork Carnitas Quesadillas,butter,,tbsp
909,2,Pulled Pork Carnitas Quesadillas,brown onions,halved and finely sliced,
910,1 1/2,Pulled Pork Carnitas Quesadillas,brown sugar,,tbsp
911,1,Pulled Pork Carnitas Quesadillas,balsamic vinegar,,tbsp
912,1/2,Pulled Pork Carnitas Quesadillas,salt,,tsp
913,,Pulled Pork Carnitas Quesadillas,Black pepper,,
914,5 - 6 ,Mexican Lasagna Enchilada Stack,tortillas,,
915,2,Mexican Lasagna Enchilada Stack,shredded Pork Carnitas,(Mexican Pulled Pork) (see notes),cups
916,1 can (400g/15oz) ,Mexican Lasagna Enchilada Stack,corn,,
917,1 can (400g/15oz) ,Mexican Lasagna Enchilada Stack,black beans,or red kidney beans,
918,1,Mexican Lasagna Enchilada Stack,small red capsicum,"(bell pepper), diced",
919,2 1/4,Mexican Lasagna Enchilada Stack,enchilada sauce,separated (preferably homemade - here's my Easy Classic Enchilada Sauce),cups
920,1,Mexican Lasagna Enchilada Stack,grated mozzarella cheese,(or any other melting cheese),cup
921,,Mexican Lasagna Enchilada Stack,Fresh parsley or coriander,finely chopped (optional - for garnish),
922,4,Mexican Pizzas,large flatbreads,(about 30cm /12 inches in diameter),
923,1,Mexican Pizzas,enchilada sauce,"(preferably homemade, here is my Easy Classic Enchilada Sauce)",cup
924,1 1/2,Mexican Pizzas,shredded cooked Pork Carnitas,"(Mexican Shredded Pork), chicken or any other protein of your choice",cups
925,1/2,Mexican Pizzas,oil,,tbsp
926,1/2,Mexican Pizzas,corn kernels,(canned or frozen),cup
927,1/2,Mexican Pizzas,red capsicum,"(Bell peppers), diced",cup
928,4,Mexican Pizzas,shallots / scallions,"finely sliced (or 1/2 red spanish onion, diced)",
929,1 1/2,Mexican Pizzas,grated mozzarella cheese,(or any good melting cheese),cups
930,2,Mexican Pizzas,fresh parsley or coriander/cilantro,finely chopped (optional - for garnish),tbsp
931,1 1/2,Mexican Pork Rolls,shredded Pork Carnitas,(Mexican Pulled Pork),cups
932,1/2,Mexican Pork Rolls,Enchilada Sauce,(preferably homemade - here is my Easy Classic Enchilada Sauce),cup
933,1 1/2,Mexican Pork Rolls,butter,,tbsp
934,2,Mexican Pork Rolls,brown onions,halved and finely sliced,
935,1 1/2,Mexican Pork Rolls,brown sugar,,tbsp
936,1,Mexican Pork Rolls,balsamic vinegar,,tbsp
937,1/2,Mexican Pork Rolls,salt,,tsp
938,,Mexican Pork Rolls,Black pepper,,
939,1/2,Mexican Pork Rolls,grated mozzarella cheese,(or any other good melting cheese),cup
940,4,Mexican Pork Rolls,soft white bread rolls,,
941,,Mexican Pork Rolls,Fresh parsley,"finely chopped, for garnish (optional)",
942,12,Baked Mexican Spring Rolls (Egg Rolls),spring roll wrappers or 16 egg roll wrappers,defrosted (Note 2),
943,,Baked Mexican Spring Rolls (Egg Rolls),Olive oil spray,,
944,,Baked Mexican Spring Rolls (Egg Rolls),Enchilada sauce - for dipping,(Note 3),
945,1,Baked Mexican Spring Rolls (Egg Rolls),packed cup leftover pulled pork,(Note 1),
946,3/4,Baked Mexican Spring Rolls (Egg Rolls),grated cheese,"(cheddar, tasty or any other good melting cheese)",cup
947,1/2,Baked Mexican Spring Rolls (Egg Rolls),corn kernels,(canned),cup
948,3/4,Baked Mexican Spring Rolls (Egg Rolls),black beans,(canned),cup
949,1/2,Baked Mexican Spring Rolls (Egg Rolls),red bell peppers,"(capsicum), diced",cup
950,1/4,Baked Mexican Spring Rolls (Egg Rolls),coriander leaves,,cup
951,1/4,Baked Mexican Spring Rolls (Egg Rolls),paprika,,tsp
952,1/4,Baked Mexican Spring Rolls (Egg Rolls),cumin,,tsp
953,1/2,Baked Mexican Spring Rolls (Egg Rolls),onion powder,,tsp
954,1/2,Baked Mexican Spring Rolls (Egg Rolls),salt,,tsp
955,1,Quick Taco Soup with Pulled Pork,olive oil,,tbsp
956,1,Quick Taco Soup with Pulled Pork,brown or white onion,diced,
957,1,Quick Taco Soup with Pulled Pork,red bell pepper,"(capsicum), diced",
958,1 can (15oz / 400g) ,Quick Taco Soup with Pulled Pork,black beans ,(Note 2),
959,1 can (15oz / 400g) ,Quick Taco Soup with Pulled Pork,sweet corn,,
960,2,Quick Taco Soup with Pulled Pork,garlic cloves,minced,
961,2,Quick Taco Soup with Pulled Pork,oregano,(dried),tsp
962,2,Quick Taco Soup with Pulled Pork,cumin,,tsp
963,1,Quick Taco Soup with Pulled Pork,paprika,,tsp
964,1/4,Quick Taco Soup with Pulled Pork,chilli,(optional),tsp
965,2,Quick Taco Soup with Pulled Pork,shredded Mexican pulled pork,(Pork Carnitas) (or shredded chicken),cups
966,24 oz / 680 g ,Quick Taco Soup with Pulled Pork,tomato puree passata,(or crushed tomatoes - see Note 1),
967,4 cups (1 litre / 2 pints) ,Quick Taco Soup with Pulled Pork,chicken or vegetable broth / stock,,
968,,Quick Taco Soup with Pulled Pork,Salt and pepper,,
969,,Quick Taco Soup with Pulled Pork,Corn chips,,
970,,Quick Taco Soup with Pulled Pork,Sour cream,,
971,,Quick Taco Soup with Pulled Pork,Grated cheese,,
972,,Quick Taco Soup with Pulled Pork,Cilantro / coriander leaves,,
973,,Quick Taco Soup with Pulled Pork,Avocado,diced,
974,2,Pulled Pork Enchiladas (Pork Carnitas),Pork Carnitas (Mexican Pulled Pork) or other shredded meat (see notes),,cups (packed) 
975,1,Pulled Pork Enchiladas (Pork Carnitas),olive oil,,tbsp
976,1,Pulled Pork Enchiladas (Pork Carnitas),tinned black beans or red kidney beans,drained,cup
977,1 can (15oz / 400g) ,Pulled Pork Enchiladas (Pork Carnitas),corn kernels,drained,
978,2,Pulled Pork Enchiladas (Pork Carnitas),shredded cheese,(any good melting cheese),cups
979,8,Pulled Pork Enchiladas (Pork Carnitas),tortillas,,
980,3 cups (750ml / 25oz) ,Pulled Pork Enchiladas (Pork Carnitas),Enchilada Sauce ,(homemade or store bought),
981,1,Mexican Fried Rice,olive oil,,tbsp
982,1,Mexican Fried Rice,large garlic clove,minced,
983,1,Mexican Fried Rice,onion,diced (white or brown),
984,1/2,Mexican Fried Rice,red bell pepper / capsicum,diced (about 1 cup),
985,1,Mexican Fried Rice,tinned black beans,(drained),cup
986,1,Mexican Fried Rice,tinned corn kernels,(drained) (or frozen corn),cup
987,4,Mexican Fried Rice,cooked rice,(see notes),cups
988,,Mexican Fried Rice,Optional: 1 1/2 cups protein,"(chicken, pork, beef), shredded or diced",
989,6,Mexican Fried Rice,enchilada sauce,(see notes),tbsp
990,2,Mexican Fried Rice,water,,tbsp
991,1/2,Mexican Fried Rice,cumin,,tsp
992,1/4,Mexican Fried Rice,chilli powder,(or to taste),tsp
993,1/2,Mexican Fried Rice,paprika,,tsp
994,1,Mexican Fried Rice,salt,,tsp
995,,Mexican Fried Rice,Black pepper,,
996,1 1/2,Mexican Couscous Express,salt,,tsp
997,2,Mexican Couscous Express,cumin powder,,tsp
998,1,Mexican Couscous Express,onion powder,,tsp
999,1,Mexican Couscous Express,couscous,,cup
1000,1,Mexican Couscous Express,boiling water,,cup
1001,1/4,Mexican Couscous Express,tomato paste,,cup
1002,1,Mexican Couscous Express,diced jalapeño,"(fresh is better, but tinned also ok)",tbsp
1003,2,Mexican Couscous Express,scallions,"(shallots), roughly sliced (optional)",
1004,1,Mexican Couscous Express,black beans,or red kidney beans,can (15 oz / 400 g) 
1005,1,Mexican Couscous Express,corn kernels,,can (15 oz / 400 g) 
1006,,Mexican Couscous Express,coriander / cilantro,,Handful of 
1007,1,Mexican Couscous Express,tomato,deseeded and diced,
1008,1/2,Mexican Couscous Express,avocado,diced,
1009,,Mexican Couscous Express,Sour cream,,
1010,,Mexican Couscous Express,Grated cheese,,
1011,1,Taco Seasoning,garlic powder,,tsp
1012,1,Taco Seasoning,onion powder,,tsp
1013,1,Taco Seasoning,dried oregano,,tsp
1014,2,Taco Seasoning,cumin powder,,tsp
1015,2,Taco Seasoning,paprika,,tsp
1016,1/4,Taco Seasoning,chilli powder,(adjust spiciness to taste),tsp
1017,1,Taco Seasoning,salt,,tsp
1018,1/4,Taco Seasoning,black pepper,,tsp
1019,1/4,Enchilada Sauce,vegetable oil,,cup
1020,1/4,Enchilada Sauce,flour (all purpose / plain),,cup
1021,700 g / 24oz,Enchilada Sauce,tomato passata (1 bottle) or 16 oz (2 cans) US tomato sauce,,
1022,1 1/2,Enchilada Sauce,"chicken broth, low sodium (or vegetable broth, or water + bouillon cube)",,cups
1023,1,Enchilada Sauce,dried oregano,,tbsp
1024,2,Enchilada Sauce,cumin,,tsp
1025,2,Enchilada Sauce,paprika,,tsp
1026,1,Enchilada Sauce,garlic powder,,tsp
1027,1,Enchilada Sauce,onion powder,,tsp
1028,1,Enchilada Sauce,brown sugar,,tbsp
1029,,Enchilada Sauce,Salt and pepper to taste,,
1030,,Enchilada Sauce,"Optional extras: cayenne pepper (for spiciness), ground chipotle",,
