meal,servings,name,amount,unit,notes
Breakfast Enchiladas (with Bacon and Eggs),6,large eggs,5,,"(or 6 normal eggs), lightly whisked"
Breakfast Enchiladas (with Bacon and Eggs),6,soft tortillas,6,,"(standard size around 20cm/8"" in diameter)"
Breakfast Enchiladas (with Bacon and Eggs),6,cheese,1/2,cup,
Breakfast Enchiladas (with Bacon and Eggs),6,Diced avocado,,,
Breakfast Enchiladas (with Bacon and Eggs),6,Sour cream,,,
Breakfast Enchiladas (with Bacon and Eggs),6,Coriander/cilantro,,,
Grilled Mexican Corn with Chipotle Adobo Sauce,4,chipotle in adobo sauce,1 1/2,tbsp,(1 chipotle + sauce totalling 1 1/2 tbsp) (Note 4)
Grilled Mexican Corn with Chipotle Adobo Sauce,4,whole egg mayonnaise,1/4,cup,(Note 1)
Grilled Mexican Corn with Chipotle Adobo Sauce,4,sour cream,1/4,cup,
Grilled Mexican Corn with Chipotle Adobo Sauce,4,lime juice,1,tbsp,
Grilled Mexican Corn with Chipotle Adobo Sauce,4,dried oregano flakes,1/2,tsp,
Grilled Mexican Corn with Chipotle Adobo Sauce,4,salt,1/4,tsp,
Grilled Mexican Corn with Chipotle Adobo Sauce,4,Black pepper,,,
Grilled Mexican Corn with Chipotle Adobo Sauce,4,corn on the cob,4 to 6,,
Grilled Mexican Corn with Chipotle Adobo Sauce,4,freshly grated parmesan cheese,1/2,cup,(Note 2)
Grilled Mexican Corn with Chipotle Adobo Sauce,4,ancho chili powder,1/4,tsp,chipotle powder or smoky paprika
Grilled Mexican Corn with Chipotle Adobo Sauce,4,Lime wedges,,,for serving
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,Chipotles in Adobo - chipotles and sauce,1/2,cup,(about half a 220g/7oz can) (Note 1)
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,can crushed tomato,28 oz / 800g ,,(or tomato passata / tomato puree)
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,beef short ribs,2.4,kg,"bone in (around 8 pieces, 10oz/300g each) (Note 2)"
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,salt,1,tbsp,separated
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,black pepper,2,tsp,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,olive oil,2,tbsp,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,garlic cloves,4,,minced
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,large onion,1,,diced
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,cumin powder,1,tbsp,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,dried bay leaves,3,,(or 5 fresh)
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,dried oregano,4,tsp,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,oranges,2,,(or 1 cup orange juice)
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,Fresh coriander/cilantro leaves,,,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,Lime wedges,,,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,"coriander/cilantro (mainly leaves, some stalk)",1/2,cup (packed) ,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,tightly packed fresh spinach leaves OR 1/3 cup thawed frozen spinach,1,cup,squeezed of excess water
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,chicken or vegetable broth,1 1/4,cups,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,olive oil,1,tbsp,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,garlic cloves,2,,minced
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,finely chopped onion,1/4,cup,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,long grain rice,1 1/2,cups,uncooked (Note 1)
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,frozen corn,2,cups,(optional)
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,milk,1 1/2,cups,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,salt,1/2,tsp,
Fiery Fall Apart Mexican Beef Ribs with Green Mexican Rice,6,Black pepper,,,
Mexican Breakfast Tacos (Chorizo and Egg),4,tomatoes,2 ,,deseeded and diced
Mexican Breakfast Tacos (Chorizo and Egg),4,red onion,1/2,,diced
Mexican Breakfast Tacos (Chorizo and Egg),4,lime juice,2,tbsp,(adjust to taste) (around 1 lime)
Mexican Breakfast Tacos (Chorizo and Egg),4,olive oil,1,tbsp,
Mexican Breakfast Tacos (Chorizo and Egg),4,coriander/cilantro leaves,2,tbsp,
Mexican Breakfast Tacos (Chorizo and Egg),4,salt,1/2,tsp,
Mexican Breakfast Tacos (Chorizo and Egg),4,Black pepper,,,
Mexican Breakfast Tacos (Chorizo and Egg),4,olive oil,1,tbsp,
Mexican Breakfast Tacos (Chorizo and Egg),4,Mexican or raw Spanish chorizo,7 oz / 200g ,,removed from casings (Note 1)
Mexican Breakfast Tacos (Chorizo and Egg),4,garlic cloves,2,,
Mexican Breakfast Tacos (Chorizo and Egg),4,birds eye chilies,2,,deseeded and finely chopped (adjust to taste)
Mexican Breakfast Tacos (Chorizo and Egg),4,onion,1,small ,"(brown, yellow, white)"
Mexican Breakfast Tacos (Chorizo and Egg),4,eggs,4,large ,lightly whisked (or 6 small eggs)
Mexican Breakfast Tacos (Chorizo and Egg),4,milk,1,tbsp,
Mexican Breakfast Tacos (Chorizo and Egg),4,salt,3/4,tsp,
Mexican Breakfast Tacos (Chorizo and Egg),4,Black pepper,,,
Mexican Breakfast Tacos (Chorizo and Egg),4,tortillas,4,small ,"corn or flour (around 6"" / 12 cm rounds)"
Mexican Breakfast Tacos (Chorizo and Egg),4,Cotija or feta,,,crumbled
Mexican Breakfast Tacos (Chorizo and Egg),4,Avocado,,,diced
Mexican Breakfast Tacos (Chorizo and Egg),4,Cilantro/coriander leaves,,,
Spicy Little Muffin Tin Chicken Tostadas,10,tortillas,2 to 3,,(flour or corn)
Spicy Little Muffin Tin Chicken Tostadas,10,Oil spray,,,
Spicy Little Muffin Tin Chicken Tostadas,10,whole egg mayonnaise,1/4,cup,
Spicy Little Muffin Tin Chicken Tostadas,10,finely chopped canned jalapeño,1/4,cup,drained (Note 1)
Spicy Little Muffin Tin Chicken Tostadas,10,salt,1 1/2,tsp,
Spicy Little Muffin Tin Chicken Tostadas,10,black pepper,1/2,tsp,
Spicy Little Muffin Tin Chicken Tostadas,10,lime juice,1,tbsp,(or more to taste)
Spicy Little Muffin Tin Chicken Tostadas,10,sliced shallots/scallions,1/2,cup,(or 1/4 cup finely diced red onion)
Spicy Little Muffin Tin Chicken Tostadas,10,finely diced coriander/cilantro stems,2,tbsp,
Spicy Little Muffin Tin Chicken Tostadas,10,shredded cooked chicken,1 1/4,cups,"(plain, unseasoned)"
Spicy Little Muffin Tin Chicken Tostadas,10,Coriander/cilantro leaves,,,
Spicy Little Muffin Tin Chicken Tostadas,10,Diced avocado,,,
Taco Stack with Pork Carnitas or Chicken,2,small tortillas,8,,"corn or flour (around 6"" / 12 cm rounds)"
Taco Stack with Pork Carnitas or Chicken,2,shredded Pork Carnitas or Quick Mexican Chicken,3,cups,(see below)
Taco Stack with Pork Carnitas or Chicken,2,olive oil,1,tbsp,
Taco Stack with Pork Carnitas or Chicken,2,grated cheese,1 1/2,cups,(I used Monterey Jack. See Note 1 for other suggestions)
Taco Stack with Pork Carnitas or Chicken,2,corn kernels,1 1/4,cups,"fresh, frozen or canned (drained) (I used frozen)"
Taco Stack with Pork Carnitas or Chicken,2,olive oil,1,tbsp,
Taco Stack with Pork Carnitas or Chicken,2,cherry tomatoes,1,punnet,"diced (or 2 medium tomatos, deseeded and diced, around 1 1/2 cups (Note 2))"
Taco Stack with Pork Carnitas or Chicken,2,shallots / scallions,2,,"green part only, sliced"
Taco Stack with Pork Carnitas or Chicken,2,lime,1/2,,juice only (add more or less to taste)
Taco Stack with Pork Carnitas or Chicken,2,Salt and pepper to taste,,,
Taco Stack with Pork Carnitas or Chicken,2,chicken thigh fillets,1.2 lb / 600g ,,"skinless and boneless, cut into 1cm / 2/5"" slices (Note 3)"
Taco Stack with Pork Carnitas or Chicken,2,garlic powder,1,tsp,(or add 1 minced garlic clove into the oil in the fry pan)
Taco Stack with Pork Carnitas or Chicken,2,cumin powder,2,tsp,
Taco Stack with Pork Carnitas or Chicken,2,paprika,1,tsp,
Taco Stack with Pork Carnitas or Chicken,2,oregano,1/2,tsp,
Taco Stack with Pork Carnitas or Chicken,2,cayenne or chili powder,,Pinch of ,(for heat - adjust to taste)
Taco Stack with Pork Carnitas or Chicken,2,salt,1 1/2,tsp,
Taco Stack with Pork Carnitas or Chicken,2,Black pepper,,,
Taco Stack with Pork Carnitas or Chicken,2,lime,1,,juice only
Taco Stack with Pork Carnitas or Chicken,2,olive oil,1,tbsp,
Taco Stack with Pork Carnitas or Chicken,2,Sour cream,,,
Taco Stack with Pork Carnitas or Chicken,2,Cilantro / coriander,,,
Taco Stack with Pork Carnitas or Chicken,2,Jalapeños,,,finely chopped
Taco Stack with Pork Carnitas or Chicken,2,Avocado,,,diced
One Pot Mexican Chicken and Rice,5,garlic powder,1,tbsp,"(or 2 garlic cloves, minced)"
One Pot Mexican Chicken and Rice,5,paprika,1,tbsp,
One Pot Mexican Chicken and Rice,5,cumin powder,1,tbsp,
One Pot Mexican Chicken and Rice,5,salt,1 3/4,tsp,
One Pot Mexican Chicken and Rice,5,cayenne pepper,1/2,tsp,"(Note 1), optional"
One Pot Mexican Chicken and Rice,5,Black pepper,,,
One Pot Mexican Chicken and Rice,5,chicken thigh fillets,5,,bone-in and skin on (Notes 2 and 3)
One Pot Mexican Chicken and Rice,5,olive oil,2,tbsp,
One Pot Mexican Chicken and Rice,5,lime,1,,(juice only)
One Pot Mexican Chicken and Rice,5,small onion,1,,peeled and diced (or 1/2 large)
One Pot Mexican Chicken and Rice,5,garlic clove,1,,minced
One Pot Mexican Chicken and Rice,5,red capsicum,1,,"(bell pepper), sliced"
One Pot Mexican Chicken and Rice,5,long grain rice,1,cup,uncooked (Note 4)
One Pot Mexican Chicken and Rice,5,chicken stock/broth,1,cup,(or vegetable stock)
One Pot Mexican Chicken and Rice,5,tomato puree or passata,3/4,cup,(Note 5)
One Pot Mexican Chicken and Rice,5,frozen corn kernels,1,cup,(or canned - drained)
One Pot Mexican Chicken and Rice,5,black beans,1,can (400g/16oz) ,drained and rinsed (or sub with red kidney beans)
One Pot Mexican Chicken and Rice,5,lime,1,,plus extra to serve
One Pot Mexican Chicken and Rice,5,Coriander/cilantro,,,
One Pot Mexican Chicken and Rice,5,Sliced jalapeño peppers,,,(optional)
Nachos Cheese Dip (and Sauce!),6,"shredded cheese (Cheddar, Monterey Jack, Colby, etc), shred your own (Important - read Note 1)",2 1/2 cups / 225g / 8oz ,,
Nachos Cheese Dip (and Sauce!),6,cornstarch,1,tbsp,(corn flour)
Nachos Cheese Dip (and Sauce!),6,can evaporated milk,1,,(375g / 12oz)
Nachos Cheese Dip (and Sauce!),6,finely chopped jalapeño peppers,2,tbsp,(fresh or canned)
Nachos Cheese Dip (and Sauce!),6,hot sauce,1,tbsp,(or adjust to your taste)
Nachos Cheese Dip (and Sauce!),6,onion powder,1/2,tsp,(optional - adds extra flavour)
Nachos Cheese Dip (and Sauce!),6,garlic powder,1/2,tsp,(optional - adds extra flavour)
Nachos Cheese Dip (and Sauce!),6,salt,1,tsp,
Huevos Rancheros Tortilla Bowls,3,flour tortillas,3,,"(20cm/8"" rounds)"
Huevos Rancheros Tortilla Bowls,3,eggs,3,,
Huevos Rancheros Tortilla Bowls,3,olive oil,1 1/2,tbsp,
Huevos Rancheros Tortilla Bowls,3,garlic cloves,2,,minced
Huevos Rancheros Tortilla Bowls,3,small onion,1,,"(red, brown, white, yellow), halved and sliced"
Huevos Rancheros Tortilla Bowls,3,red capsicum,1,cup,"(bell peppers), roughly diced"
Huevos Rancheros Tortilla Bowls,3,coriander/cilantro,1/4,cup,(leaves and stems roughly chopped) (loosely packed)
Huevos Rancheros Tortilla Bowls,3,crushed tinned tomato,400 g / 14 oz ,,
Huevos Rancheros Tortilla Bowls,3,canned black beans,3/4,cup,drained
Huevos Rancheros Tortilla Bowls,3,paprika powder,1/2,tsp,
Huevos Rancheros Tortilla Bowls,3,cumin powder,1/2,tsp,
Huevos Rancheros Tortilla Bowls,3,salt,1/2 - 3/4,tsp,
Huevos Rancheros Tortilla Bowls,3,Black pepper,,,
Huevos Rancheros Tortilla Bowls,3,Diced avocado,,,
Huevos Rancheros Tortilla Bowls,3,Sour cream,,,
Huevos Rancheros Tortilla Bowls,3,Grated cheese,,,
Freezer Friendly Mexican Meals,20,PDF version or Excel version of Shopping List,,,(combined + individual recipes)
Freezer Friendly Mexican Meals,20,Labels for food to be frozen.,,,
Pulled Pork Carnitas Quesadillas,4,shredded Pork Carnitas,1 1/2,cups,(Mexican Pulled Pork)
Pulled Pork Carnitas Quesadillas,4,shredded mozzarella cheese,1 1/2,cups,
Pulled Pork Carnitas Quesadillas,4,tortillas,8 ,,
Pulled Pork Carnitas Quesadillas,4,corn kernels,1/2,cup,(frozen or canned)
Pulled Pork Carnitas Quesadillas,4,diced red capsicum,1/2,cup,(bell pepper)
Pulled Pork Carnitas Quesadillas,4,olive oil,1,tbsp,
Pulled Pork Carnitas Quesadillas,4,Salt and pepper,,,
Pulled Pork Carnitas Quesadillas,4,Fresh parsley or coriander,,,finely chopped (optional garnish)
Pulled Pork Carnitas Quesadillas,4,butter,1 1/2,tbsp,
Pulled Pork Carnitas Quesadillas,4,brown onions,2,,halved and finely sliced
Pulled Pork Carnitas Quesadillas,4,brown sugar,1 1/2,tbsp,
Pulled Pork Carnitas Quesadillas,4,balsamic vinegar,1,tbsp,
Pulled Pork Carnitas Quesadillas,4,salt,1/2,tsp,
Pulled Pork Carnitas Quesadillas,4,Black pepper,,,
Mexican Lasagna Enchilada Stack,4,tortillas,5 - 6 ,,
Mexican Lasagna Enchilada Stack,4,shredded Pork Carnitas,2,cups,(Mexican Pulled Pork) (see notes)
Mexican Lasagna Enchilada Stack,4,corn,1 can (400g/15oz) ,,
Mexican Lasagna Enchilada Stack,4,black beans,1 can (400g/15oz) ,,or red kidney beans
Mexican Lasagna Enchilada Stack,4,small red capsicum,1,,"(bell pepper), diced"
Mexican Lasagna Enchilada Stack,4,enchilada sauce,2 1/4,cups,separated (preferably homemade - here's my Easy Classic Enchilada Sauce)
Mexican Lasagna Enchilada Stack,4,grated mozzarella cheese,1,cup,(or any other melting cheese)
Mexican Lasagna Enchilada Stack,4,Fresh parsley or coriander,,,finely chopped (optional - for garnish)
Mexican Pizzas,4,large flatbreads,4,,(about 30cm /12 inches in diameter)
Mexican Pizzas,4,enchilada sauce,1,cup,"(preferably homemade, here is my Easy Classic Enchilada Sauce)"
Mexican Pizzas,4,shredded cooked Pork Carnitas,1 1/2,cups,"(Mexican Shredded Pork), chicken or any other protein of your choice"
Mexican Pizzas,4,oil,1/2,tbsp,
Mexican Pizzas,4,corn kernels,1/2,cup,(canned or frozen)
Mexican Pizzas,4,red capsicum,1/2,cup,"(Bell peppers), diced"
Mexican Pizzas,4,shallots / scallions,4,,"finely sliced (or 1/2 red spanish onion, diced)"
Mexican Pizzas,4,grated mozzarella cheese,1 1/2,cups,(or any good melting cheese)
Mexican Pizzas,4,fresh parsley or coriander/cilantro,2,tbsp,finely chopped (optional - for garnish)
Mexican Pork Rolls,4,shredded Pork Carnitas,1 1/2,cups,(Mexican Pulled Pork)
Mexican Pork Rolls,4,Enchilada Sauce,1/2,cup,(preferably homemade - here is my Easy Classic Enchilada Sauce)
Mexican Pork Rolls,4,butter,1 1/2,tbsp,
Mexican Pork Rolls,4,brown onions,2,,halved and finely sliced
Mexican Pork Rolls,4,brown sugar,1 1/2,tbsp,
Mexican Pork Rolls,4,balsamic vinegar,1,tbsp,
Mexican Pork Rolls,4,salt,1/2,tsp,
Mexican Pork Rolls,4,Black pepper,,,
Mexican Pork Rolls,4,grated mozzarella cheese,1/2,cup,(or any other good melting cheese)
Mexican Pork Rolls,4,soft white bread rolls,4,,
Mexican Pork Rolls,4,Fresh parsley,,,"finely chopped, for garnish (optional)"
Baked Mexican Spring Rolls (Egg Rolls),12,spring roll wrappers or 16 egg roll wrappers,12,,defrosted (Note 2)
Baked Mexican Spring Rolls (Egg Rolls),12,Olive oil spray,,,
Baked Mexican Spring Rolls (Egg Rolls),12,Enchilada sauce - for dipping,,,(Note 3)
Baked Mexican Spring Rolls (Egg Rolls),12,packed cup leftover pulled pork,1,,(Note 1)
Baked Mexican Spring Rolls (Egg Rolls),12,grated cheese,3/4,cup,"(cheddar, tasty or any other good melting cheese)"
Baked Mexican Spring Rolls (Egg Rolls),12,corn kernels,1/2,cup,(canned)
Baked Mexican Spring Rolls (Egg Rolls),12,black beans,3/4,cup,(canned)
Baked Mexican Spring Rolls (Egg Rolls),12,red bell peppers,1/2,cup,"(capsicum), diced"
Baked Mexican Spring Rolls (Egg Rolls),12,coriander leaves,1/4,cup,
Baked Mexican Spring Rolls (Egg Rolls),12,paprika,1/4,tsp,
Baked Mexican Spring Rolls (Egg Rolls),12,cumin,1/4,tsp,
Baked Mexican Spring Rolls (Egg Rolls),12,onion powder,1/2,tsp,
Baked Mexican Spring Rolls (Egg Rolls),12,salt,1/2,tsp,
Quick Taco Soup with Pulled Pork,4,olive oil,1,tbsp,
Quick Taco Soup with Pulled Pork,4,brown or white onion,1,,diced
Quick Taco Soup with Pulled Pork,4,red bell pepper,1,,"(capsicum), diced"
Quick Taco Soup with Pulled Pork,4,black beans ,1 can (15oz / 400g) ,,(Note 2)
Quick Taco Soup with Pulled Pork,4,sweet corn,1 can (15oz / 400g) ,,
Quick Taco Soup with Pulled Pork,4,garlic cloves,2,,minced
Quick Taco Soup with Pulled Pork,4,oregano,2,tsp,(dried)
Quick Taco Soup with Pulled Pork,4,cumin,2,tsp,
Quick Taco Soup with Pulled Pork,4,paprika,1,tsp,
Quick Taco Soup with Pulled Pork,4,chilli,1/4,tsp,(optional)
Quick Taco Soup with Pulled Pork,4,shredded Mexican pulled pork,2,cups,(Pork Carnitas) (or shredded chicken)
Quick Taco Soup with Pulled Pork,4,tomato puree passata,24 oz / 680 g ,,(or crushed tomatoes - see Note 1)
Quick Taco Soup with Pulled Pork,4,chicken or vegetable broth / stock,4 cups (1 litre / 2 pints) ,,
Quick Taco Soup with Pulled Pork,4,Salt and pepper,,,
Quick Taco Soup with Pulled Pork,4,Corn chips,,,
Quick Taco Soup with Pulled Pork,4,Sour cream,,,
Quick Taco Soup with Pulled Pork,4,Grated cheese,,,
Quick Taco Soup with Pulled Pork,4,Cilantro / coriander leaves,,,
Quick Taco Soup with Pulled Pork,4,Avocado,,,diced
Pulled Pork Enchiladas (Pork Carnitas),4,Pork Carnitas (Mexican Pulled Pork) or other shredded meat (see notes),2,cups (packed) ,
Pulled Pork Enchiladas (Pork Carnitas),4,olive oil,1,tbsp,
Pulled Pork Enchiladas (Pork Carnitas),4,tinned black beans or red kidney beans,1,cup,drained
Pulled Pork Enchiladas (Pork Carnitas),4,corn kernels,1 can (15oz / 400g) ,,drained
Pulled Pork Enchiladas (Pork Carnitas),4,shredded cheese,2,cups,(any good melting cheese)
Pulled Pork Enchiladas (Pork Carnitas),4,tortillas,8,,
Pulled Pork Enchiladas (Pork Carnitas),4,Enchilada Sauce ,3 cups (750ml / 25oz) ,,(homemade or store bought)
Mexican Fried Rice,2,olive oil,1,tbsp,
Mexican Fried Rice,2,large garlic clove,1,,minced
Mexican Fried Rice,2,onion,1,,diced (white or brown)
Mexican Fried Rice,2,red bell pepper / capsicum,1/2,,diced (about 1 cup)
Mexican Fried Rice,2,tinned black beans,1,cup,(drained)
Mexican Fried Rice,2,tinned corn kernels,1,cup,(drained) (or frozen corn)
Mexican Fried Rice,2,cooked rice,4,cups,(see notes)
Mexican Fried Rice,2,Optional: 1 1/2 cups protein,,,"(chicken, pork, beef), shredded or diced"
Mexican Fried Rice,2,enchilada sauce,6,tbsp,(see notes)
Mexican Fried Rice,2,water,2,tbsp,
Mexican Fried Rice,2,cumin,1/2,tsp,
Mexican Fried Rice,2,chilli powder,1/4,tsp,(or to taste)
Mexican Fried Rice,2,paprika,1/2,tsp,
Mexican Fried Rice,2,salt,1,tsp,
Mexican Fried Rice,2,Black pepper,,,
Mexican Couscous Express,4,salt,1 1/2,tsp,
Mexican Couscous Express,4,cumin powder,2,tsp,
Mexican Couscous Express,4,onion powder,1,tsp,
Mexican Couscous Express,4,couscous,1,cup,
Mexican Couscous Express,4,boiling water,1,cup,
Mexican Couscous Express,4,tomato paste,1/4,cup,
Mexican Couscous Express,4,diced jalapeño,1,tbsp,"(fresh is better, but tinned also ok)"
Mexican Couscous Express,4,scallions,2,,"(shallots), roughly sliced (optional)"
Mexican Couscous Express,4,black beans,1,can (15 oz / 400 g) ,or red kidney beans
Mexican Couscous Express,4,corn kernels,1,can (15 oz / 400 g) ,
Mexican Couscous Express,4,coriander / cilantro,,Handful of ,
Mexican Couscous Express,4,tomato,1,,deseeded and diced
Mexican Couscous Express,4,avocado,1/2,,diced
Mexican Couscous Express,4,Sour cream,,,
Mexican Couscous Express,4,Grated cheese,,,
Taco Seasoning,4,garlic powder,1,tsp,
Taco Seasoning,4,onion powder,1,tsp,
Taco Seasoning,4,dried oregano,1,tsp,
Taco Seasoning,4,cumin powder,2,tsp,
Taco Seasoning,4,paprika,2,tsp,
Taco Seasoning,4,chilli powder,1/4,tsp,(adjust spiciness to taste)
Taco Seasoning,4,salt,1,tsp,
Taco Seasoning,4,black pepper,1/4,tsp,
Enchilada Sauce,3,vegetable oil,1/4,cup,
Enchilada Sauce,3,flour (all purpose / plain),1/4,cup,
Enchilada Sauce,3,tomato passata (1 bottle) or 16 oz (2 cans) US tomato sauce,700 g / 24oz,,
Enchilada Sauce,3,"chicken broth, low sodium (or vegetable broth, or water + bouillon cube)",1 1/2,cups,
Enchilada Sauce,3,dried oregano,1,tbsp,
Enchilada Sauce,3,cumin,2,tsp,
Enchilada Sauce,3,paprika,2,tsp,
Enchilada Sauce,3,garlic powder,1,tsp,
Enchilada Sauce,3,onion powder,1,tsp,
Enchilada Sauce,3,brown sugar,1,tbsp,
Enchilada Sauce,3,Salt and pepper to taste,,,
Enchilada Sauce,3,"Optional extras: cayenne pepper (for spiciness), ground chipotle",,,
